"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Keston Hiura","MIL","23","217","30","13","32","3",".212","6.5%","34.6%","20.1%","42.5%","37.3%","8.0%","5.3%","0.0%","3.4","35.0%","72.1%","50.1%","47.1%","67.9%","59.3%","40.6%","54.1%","20.4%","38.8%","37.3%","23.9%","19.4%","51.5%","29.1%","46.3%","87.4","14.3","14.2%","110.2","39.6%","13.8%","34.2%","20003"
"Tyler Flowers","ATL","34","69","5","1","5","0",".217","10.0%","42.5%","37.1%","28.6%","34.3%","8.3%","10.0%","0.0%","0.7","30.2%","65.5%","45.1%","42.1%","79.1%","64.9%","42.4%","58.8%","15.9%","40.0%","40.0%","20.0%","5.7%","51.4%","42.9%","53.8%","93.0","16.2","8.6%","107.8","45.7%","17.1%","32.9%","9134"
"Alex Jackson","ATL","24","7","0","0","0","0",".286","0.0%","57.1%","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","0.1","37.5%","70.0%","50.0%","16.7%","57.1%","38.5%","38.5%","57.1%","30.8%","33.3%","33.3%","33.3%","33.3%","33.3%","33.3%","57.1%","79.4","9.7","0.0%","100.3","33.3%","15.4%","46.2%","17276"
"Zach McKinstry","LAD","25","7","1","0","0","0",".286","0.0%","42.9%","50.0%","50.0%","0.0%","0.0%","0.0%","0.0%","2.6","33.3%","81.8%","50.0%","57.1%","66.7%","62.5%","34.4%","57.1%","18.8%","50.0%","25.0%","25.0%","25.0%","0.0%","75.0%","42.9%","85.2","-6.1","0.0%","96.2","50.0%","18.8%","37.5%","19392"
"Rio Ruiz","BAL","26","185","25","9","32","1",".222","8.3%","22.5%","17.1%","47.1%","35.7%","12.0%","6.1%","0.0%","2.4","31.8%","77.2%","52.0%","62.6%","82.7%","75.9%","44.5%","60.3%","12.6%","43.3%","30.5%","26.2%","19.1%","49.6%","31.2%","35.3%","87.9","10.5","8.5%","109.0","39.0%","12.7%","25.3%","14103"
"J.P. Crawford","SEA","25","204","33","2","24","6",".255","9.9%","16.8%","23.5%","44.0%","32.5%","9.3%","4.1%","0.0%","5.9","24.6%","60.9%","41.0%","70.6%","89.1%","83.0%","45.1%","53.0%","7.0%","37.7%","32.3%","29.9%","22.8%","47.9%","29.3%","27.6%","85.8","11.4","1.8%","110.1","31.1%","19.8%","26.7%","15491"
"Mickey Moniak","PHI","22","14","3","0","0","0",".214","22.2%","33.3%","25.0%","62.5%","12.5%","0.0%","0.0%","0.0%","2.2","27.7%","65.5%","42.1%","23.1%","68.4%","50.0%","38.2%","38.9%","21.1%","62.5%","25.0%","12.5%","25.0%","50.0%","25.0%","55.6%","88.1","-8.3","0.0%","105.8","37.5%","10.5%","31.6%","19956"
"Cameron Maybin","- - -","33","93","8","1","7","3",".247","6.9%","24.8%","17.6%","55.9%","26.5%","5.6%","10.5%","0.0%","6.2","25.9%","71.7%","45.0%","41.7%","84.9%","70.4%","41.7%","57.4%","13.3%","50.0%","35.3%","14.7%","10.3%","55.9%","33.8%","32.7%","87.8","8.9","5.9%","108.3","35.3%","17.8%","31.2%","5223"
"Tommy Edman","STL","25","204","29","5","26","2",".250","7.0%","21.1%","22.9%","51.0%","26.1%","9.8%","10.0%","0.0%","4.0","29.2%","61.2%","42.5%","69.8%","90.2%","82.0%","41.7%","61.7%","7.6%","37.3%","40.5%","22.2%","20.9%","50.0%","29.1%","30.4%","86.5","8.2","3.8%","109.0","33.5%","20.8%","28.4%","19470"
"Hanser Alberto","BAL","27","219","35","3","22","3",".283","2.2%","13.0%","25.0%","44.0%","31.0%","15.8%","16.0%","55.6%","5.0","54.0%","73.1%","61.7%","80.3%","91.1%","85.5%","40.5%","64.1%","8.9%","45.6%","31.6%","22.8%","22.3%","56.5%","21.2%","16.5%","82.3","13.2","1.0%","103.8","20.2%","10.7%","19.6%","11902"
"Sam Hilliard","COL","26","105","13","6","10","3",".210","7.9%","36.8%","14.5%","50.0%","35.5%","18.2%","9.7%","100.0%","7.1","31.8%","68.0%","46.5%","48.4%","73.5%","63.3%","40.7%","55.3%","17.1%","49.2%","31.7%","19.0%","23.8%","39.7%","36.5%","50.0%","88.3","10.8","9.5%","111.0","44.4%","16.3%","33.3%","17954"
"Kevin Kiermaier","TBR","30","138","16","3","22","8",".217","12.6%","26.4%","24.0%","56.3%","19.8%","15.8%","7.4%","0.0%","7.4","28.6%","72.5%","46.2%","54.5%","81.6%","71.5%","40.1%","56.0%","13.2%","44.8%","37.5%","17.7%","18.8%","49.0%","32.3%","40.9%","87.7","-0.4","6.3%","110.2","41.7%","13.9%","27.1%","11038"
"Manuel Margot","TBR","25","145","19","1","11","12",".269","8.2%","15.7%","22.6%","45.2%","32.2%","8.1%","9.6%","83.3%","5.4","32.7%","64.4%","46.3%","67.9%","83.9%","77.4%","42.9%","64.2%","10.5%","56.2%","29.8%","14.0%","14.9%","56.2%","28.9%","24.5%","89.4","7.5","4.1%","108.2","33.9%","17.2%","27.6%","14712"
"Jose Trevino","TEX","27","76","10","2","9","0",".250","3.6%","18.1%","23.8%","41.3%","34.9%","18.2%","3.8%","0.0%","2.0","31.6%","55.6%","41.9%","69.6%","87.8%","80.0%","42.9%","57.8%","8.4%","37.5%","34.4%","28.1%","18.8%","43.8%","37.5%","24.1%","87.9","10.1","12.5%","106.7","40.6%","22.6%","31.0%","16725"
"Danny Jansen","TOR","25","120","18","6","20","0",".183","14.3%","21.1%","24.7%","36.0%","39.3%","5.7%","12.5%","0.0%","1.5","25.2%","73.5%","44.3%","64.4%","84.9%","77.9%","39.6%","55.8%","9.8%","33.3%","40.9%","25.8%","17.2%","61.3%","21.5%","39.5%","85.1","16.4","8.6%","109.3","35.5%","15.2%","25.0%","16535"
"Todd Frazier","- - -","34","157","16","4","12","1",".236","6.4%","24.4%","22.6%","33.9%","43.5%","16.0%","2.6%","0.0%","3.5","29.6%","64.7%","43.5%","63.3%","85.2%","76.2%","39.6%","58.7%","10.3%","42.6%","40.9%","16.5%","20.0%","50.4%","29.6%","33.1%","87.8","20.5","5.2%","108.1","31.3%","18.6%","29.0%","785"
"Chad Pinder","OAK","28","56","8","2","8","0",".232","8.2%","21.3%","14.0%","48.8%","37.2%","0.0%","4.8%","0.0%","1.9","33.3%","77.2%","51.3%","59.1%","91.5%","79.1%","41.1%","67.2%","10.7%","39.5%","32.6%","27.9%","7.0%","55.8%","37.2%","32.8%","92.3","13.7","9.3%","114.6","44.2%","12.9%","23.7%","15191"
"Marcus Semien","OAK","29","211","28","7","23","4",".223","10.6%","21.2%","20.5%","32.9%","46.6%","16.0%","13.2%","0.0%","5.2","24.3%","70.5%","44.0%","68.6%","83.4%","78.8%","42.7%","62.7%","9.3%","43.5%","32.9%","23.6%","23.0%","49.1%","28.0%","34.7%","86.2","19.3","5.0%","108.0","28.6%","16.2%","25.5%","12533"
"Bradley Zimmer","CLE","27","37","3","1","3","2",".162","14.0%","28.0%","8.7%","47.8%","43.5%","0.0%","18.2%","0.0%","3.3","23.4%","65.8%","38.5%","43.8%","80.0%","65.9%","35.7%","56.0%","13.1%","41.7%","12.5%","45.8%","20.8%","58.3%","20.8%","44.0%","84.1","16.4","4.2%","106.6","16.7%","17.4%","30.5%","16221"
"Howie Kendrick","WSN","36","91","11","2","14","0",".275","7.0%","17.0%","32.9%","44.7%","22.4%","5.9%","5.9%","0.0%","1.4","38.8%","65.1%","50.4%","66.3%","93.6%","81.9%","44.1%","62.0%","9.1%","32.9%","43.4%","23.7%","15.8%","46.1%","38.2%","26.0%","88.8","7.3","6.6%","109.6","39.5%","18.2%","27.3%","4229"
"Caleb Joseph","TOR","34","8","2","1","2","0",".125","11.1%","11.1%","14.3%","57.1%","28.6%","0.0%","0.0%","0.0%","2.6","21.7%","50.0%","32.4%","100.0%","100.0%","100.0%","37.8%","33.3%","0.0%","71.4%","14.3%","14.3%","14.3%","28.6%","57.1%","33.3%","83.4","12.3","14.3%","100.4","42.9%","24.3%","24.3%","7087"
"Joc Pederson","LAD","28","121","21","7","16","1",".190","8.0%","24.6%","15.3%","48.2%","36.5%","6.5%","7.3%","50.0%","4.5","31.1%","69.8%","46.7%","58.8%","79.4%","71.2%","40.4%","61.6%","13.5%","47.1%","36.8%","16.1%","12.6%","50.6%","36.8%","37.7%","92.9","12.3","10.2%","112.1","44.3%","16.0%","29.5%","11899"
"Wilson Ramos","NYM","32","142","13","5","15","0",".239","6.5%","20.0%","17.9%","52.7%","29.5%","15.2%","1.7%","0.0%","0.8","37.7%","79.0%","54.8%","64.1%","85.0%","76.6%","41.4%","59.4%","12.9%","31.3%","46.4%","22.3%","19.6%","48.2%","32.1%","29.7%","89.0","6.5","7.1%","110.1","42.0%","9.5%","22.3%","1433"
"Jay Bruce","PHI","33","96","11","6","14","0",".198","6.8%","23.3%","15.3%","38.9%","45.8%","3.0%","3.6%","0.0%","3.6","33.3%","83.6%","53.4%","53.0%","84.1%","72.4%","39.9%","60.2%","14.7%","51.4%","27.8%","20.8%","13.9%","45.8%","40.3%","35.9%","89.0","15.3","9.7%","109.2","38.9%","9.7%","24.4%","9892"
"Nick Solak","TEX","25","209","27","2","23","7",".268","7.7%","18.0%","17.1%","48.8%","34.1%","6.9%","8.4%","0.0%","4.6","29.2%","63.5%","43.8%","66.7%","91.7%","82.1%","42.6%","66.5%","7.8%","35.7%","38.0%","26.3%","14.6%","50.3%","35.1%","26.6%","89.9","9.4","4.7%","111.7","40.4%","21.9%","29.7%","19294"
"Victor Caratini","CHC","26","116","10","1","16","0",".241","9.1%","23.5%","18.8%","49.4%","31.8%","7.4%","4.8%","0.0%","1.4","25.0%","62.9%","39.9%","61.0%","85.8%","76.4%","39.4%","58.3%","9.4%","36.5%","44.7%","18.8%","21.2%","48.2%","30.6%","33.3%","87.9","6.2","3.5%","111.0","36.5%","19.2%","28.7%","14968"
"Joey Gallo","TEX","26","193","23","10","26","2",".181","12.8%","35.0%","18.3%","26.6%","55.0%","11.7%","6.9%","60.0%","3.0","22.7%","69.8%","43.6%","42.1%","72.3%","63.5%","44.4%","54.9%","15.9%","49.1%","28.1%","22.8%","13.2%","45.6%","41.2%","52.2%","91.2","26.8","14.0%","113.5","43.9%","15.8%","31.7%","14128"
"Paul DeJong","STL","26","152","17","3","25","1",".250","9.8%","28.7%","28.3%","27.4%","44.3%","10.6%","6.9%","0.0%","2.7","28.0%","76.5%","48.5%","45.5%","81.9%","69.8%","42.4%","59.2%","14.7%","43.4%","34.0%","22.6%","15.1%","46.2%","38.7%","40.2%","89.2","21.7","7.5%","105.5","40.6%","12.2%","26.8%","18015"
"Tucker Barnhart","CIN","29","98","10","5","13","0",".204","10.9%","25.5%","23.9%","32.8%","43.3%","10.3%","0.0%","0.0%","0.7","25.9%","67.8%","42.9%","61.2%","85.0%","76.5%","40.6%","56.4%","10.1%","44.3%","31.4%","24.3%","20.0%","52.9%","27.1%","40.9%","85.4","19.7","7.1%","104.9","18.6%","17.7%","27.8%","10200"
"Joe Panik","TOR","29","120","18","1","7","0",".225","14.2%","19.1%","22.8%","47.8%","29.3%","11.1%","0.0%","0.0%","1.8","21.4%","65.3%","38.9%","65.2%","90.6%","82.2%","39.8%","55.3%","6.9%","44.1%","33.3%","22.6%","12.9%","52.7%","34.4%","34.0%","87.5","9.3","1.1%","105.8","33.3%","18.1%","25.0%","11936"
"Avisail Garcia","MIL","29","181","20","2","15","1",".238","9.7%","23.7%","24.2%","48.5%","27.3%","11.1%","3.1%","0.0%","2.2","38.8%","78.7%","54.6%","52.9%","78.7%","67.6%","39.5%","63.8%","17.7%","38.6%","34.8%","26.5%","16.7%","56.1%","27.3%","34.3%","87.4","8.7","3.8%","113.3","37.1%","11.6%","29.3%","5760"
"Estevan Florial","NYY","22","3","0","0","0","0",".333","0.0%","66.7%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","80.0%","60.0%","40.0%","25.0%","33.3%","33.3%","100.0%","40.0%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","66.7%","75.5","20.0","0.0%","75.5","0.0%","6.7%","46.7%","19151"
"Jason Castro","- - -","33","80","8","2","9","0",".188","13.0%","35.9%","17.0%","31.9%","51.1%","4.2%","0.0%","0.0%","1.0","25.8%","64.2%","42.1%","60.0%","69.4%","66.1%","42.6%","53.3%","14.3%","36.2%","36.2%","27.7%","6.4%","42.6%","51.1%","51.1%","92.7","19.7","14.9%","111.1","55.3%","18.0%","32.3%","8722"
"Jordan Luplow","CLE","26","78","8","2","8","0",".192","13.0%","20.7%","13.3%","35.0%","51.7%","22.6%","0.0%","0.0%","3.7","24.7%","71.6%","43.0%","71.7%","89.2%","83.0%","38.9%","51.1%","7.3%","41.7%","28.3%","30.0%","28.3%","43.3%","28.3%","35.9%","83.5","24.7","6.7%","107.5","25.0%","15.3%","22.6%","16424"
"Matt Carpenter","STL","34","140","22","4","24","0",".186","13.6%","28.4%","22.0%","38.5%","39.6%","0.0%","5.7%","0.0%","2.0","22.9%","62.0%","39.0%","47.5%","79.8%","68.6%","41.2%","59.8%","12.2%","55.4%","26.1%","18.5%","6.5%","53.3%","40.2%","44.4%","88.2","17.0","9.8%","106.2","35.9%","19.2%","31.4%","8090"
"Jake Cave","MIN","27","113","17","4","15","0",".221","4.1%","35.8%","25.0%","50.0%","25.0%","0.0%","0.0%","100.0%","6.1","34.3%","67.7%","47.4%","47.6%","76.9%","64.0%","39.3%","52.0%","17.1%","37.7%","34.8%","27.5%","13.0%","52.2%","34.8%","43.1%","87.4","8.5","4.3%","106.3","39.1%","16.1%","33.1%","14477"
"Austin Meadows","TBR","25","132","19","4","13","2",".205","11.2%","32.9%","20.2%","26.2%","53.6%","8.9%","4.5%","0.0%","5.2","31.8%","67.8%","46.1%","61.1%","81.4%","72.9%","39.7%","64.5%","12.5%","44.0%","36.9%","19.0%","15.5%","47.6%","36.9%","46.7%","90.3","24.2","7.1%","108.6","44.0%","15.8%","28.3%","15672"
"Luis Garcia","WSN","20","134","18","2","16","1",".276","3.6%","20.9%","23.1%","60.6%","16.3%","17.6%","9.5%","0.0%","3.1","35.5%","72.9%","49.7%","61.3%","81.4%","72.5%","38.0%","61.2%","13.7%","41.0%","26.7%","32.4%","26.7%","47.6%","25.7%","25.9%","83.5","-3.6","4.8%","111.1","29.5%","14.1%","27.7%","20391"
"Jonathan Arauz","BOS","21","72","8","1","9","0",".250","10.0%","26.3%","37.3%","43.1%","19.6%","0.0%","0.0%","0.0%","1.3","30.6%","56.4%","42.1%","63.2%","90.5%","79.4%","44.5%","57.5%","8.7%","49.0%","33.3%","17.6%","15.7%","52.9%","31.4%","37.5%","85.6","9.4","0.0%","106.6","25.5%","23.6%","32.2%","20275"
"Adam Frazier","PIT","28","209","22","7","23","1",".230","7.4%","15.2%","21.3%","43.7%","35.1%","6.6%","1.3%","0.0%","2.0","27.5%","71.0%","45.8%","74.5%","90.5%","84.9%","42.0%","57.8%","6.9%","34.9%","35.4%","29.7%","18.3%","56.6%","25.1%","25.7%","85.5","12.3","4.0%","107.5","25.1%","16.7%","23.6%","15223"
"Guillermo Heredia","- - -","29","33","6","2","5","1",".212","8.3%","25.0%","33.3%","16.7%","50.0%","16.7%","0.0%","0.0%","5.9","22.9%","78.6%","47.6%","62.5%","90.9%","83.3%","44.4%","52.8%","7.9%","29.2%","41.7%","29.2%","20.8%","54.2%","25.0%","38.9%","85.9","22.0","8.3%","108.5","25.0%","13.5%","21.4%","18721"
"Yadier Molina","STL","37","145","12","4","16","0",".262","3.8%","13.5%","20.8%","42.4%","36.8%","4.3%","5.7%","0.0%","0.8","42.7%","73.6%","54.9%","66.0%","88.9%","78.1%","39.5%","66.0%","12.0%","43.7%","37.3%","19.0%","19.0%","55.6%","25.4%","19.9%","84.7","12.3","2.4%","104.2","25.4%","13.1%","25.1%","7007"
"Shohei Ohtani","LAA","25","153","23","7","24","7",".190","12.6%","28.6%","17.5%","49.5%","33.0%","2.9%","7.8%","0.0%","5.2","28.3%","67.0%","44.8%","59.2%","76.8%","70.4%","42.6%","52.6%","13.3%","45.6%","34.0%","20.4%","19.4%","45.6%","35.0%","45.1%","89.1","9.2","10.7%","111.9","42.7%","17.3%","30.6%","19755"
"Kyle Farmer","CIN","29","64","4","0","4","1",".266","7.1%","18.6%","27.5%","37.3%","35.3%","5.6%","5.3%","0.0%","3.0","34.1%","59.8%","44.3%","62.5%","87.5%","75.8%","39.5%","61.4%","10.7%","39.2%","41.2%","19.6%","15.7%","49.0%","35.3%","25.7%","89.6","18.2","5.9%","106.9","45.1%","19.6%","30.3%","14813"
"Enrique Hernandez","LAD","28","139","20","5","20","0",".230","4.1%","20.9%","20.2%","40.4%","39.4%","14.0%","11.4%","0.0%","4.2","32.7%","70.8%","49.8%","64.0%","87.6%","79.1%","45.0%","54.7%","10.4%","42.2%","31.2%","26.6%","22.0%","44.0%","33.9%","28.4%","88.5","16.2","7.3%","110.2","43.1%","15.6%","26.1%","10472"
"J.D. Martinez","BOS","32","211","22","7","27","1",".213","9.3%","24.9%","21.4%","35.1%","43.5%","1.5%","5.6%","0.0%","2.4","34.2%","77.2%","51.9%","58.0%","83.5%","73.6%","41.1%","61.2%","13.7%","37.0%","40.3%","22.7%","11.0%","53.2%","35.7%","37.1%","89.5","14.7","11.0%","110.7","41.6%","12.6%","26.3%","6184"
"Garrett Hampson","COL","25","167","25","5","11","6",".234","7.1%","32.6%","24.7%","36.1%","39.2%","2.6%","8.6%","50.0%","7.8","24.6%","64.2%","42.5%","49.0%","83.9%","72.9%","45.2%","63.6%","11.5%","40.5%","36.0%","23.4%","12.6%","61.3%","26.1%","42.4%","86.3","14.4","8.1%","105.6","22.5%","19.8%","31.3%","19262"
"Dwight Smith Jr.","BAL","27","63","9","2","6","1",".222","9.7%","26.4%","17.8%","51.1%","31.1%","14.3%","8.7%","0.0%","4.3","27.4%","59.7%","40.8%","56.5%","85.9%","74.4%","41.5%","56.9%","10.5%","48.9%","28.9%","22.2%","13.3%","55.6%","31.1%","38.9%","89.9","8.1","6.7%","112.0","44.4%","20.6%","31.0%","13473"
"Jorge Polanco","MIN","26","209","22","4","19","4",".258","5.8%","15.5%","24.6%","36.0%","39.4%","4.3%","11.1%","0.0%","3.3","27.6%","65.3%","43.6%","73.4%","90.8%","84.5%","42.5%","55.8%","6.8%","36.7%","33.9%","29.4%","23.2%","52.5%","24.3%","23.0%","86.6","16.1","2.8%","109.2","32.8%","20.2%","27.0%","13152"
"Adam Eaton","WSN","31","159","22","4","17","3",".226","6.8%","18.2%","23.6%","48.8%","27.6%","0.0%","5.0%","25.0%","6.1","36.5%","68.6%","49.8%","73.6%","94.8%","85.7%","41.5%","60.8%","7.1%","29.8%","35.9%","34.4%","17.6%","51.9%","30.5%","27.3%","87.8","5.7","4.6%","109.8","38.2%","17.3%","24.4%","11205"
"Jose Marmolejos","SEA","27","107","12","6","18","0",".206","6.1%","27.8%","17.3%","44.0%","38.7%","6.9%","3.0%","0.0%","1.8","31.8%","62.4%","44.4%","42.9%","84.5%","67.0%","41.3%","60.0%","14.7%","41.3%","41.3%","17.3%","14.7%","48.0%","37.3%","39.1%","90.5","10.5","12.0%","108.8","45.3%","19.6%","34.2%","15767"
"Daulton Varsho","ARI","23","101","16","3","9","3",".188","10.4%","28.7%","18.8%","39.1%","42.2%","11.1%","4.0%","25.0%","7.7","30.9%","65.5%","45.8%","53.2%","81.9%","70.9%","43.1%","66.1%","13.3%","36.8%","42.6%","20.6%","16.2%","55.9%","27.9%","41.7%","86.2","18.4","4.4%","109.5","38.2%","18.7%","32.0%","19918"
"Michael A. Taylor","WSN","29","92","11","5","16","0",".196","6.1%","27.3%","17.5%","42.9%","39.7%","0.0%","3.7%","50.0%","1.5","25.6%","74.7%","47.8%","56.4%","78.2%","71.8%","45.3%","71.7%","13.5%","38.5%","38.5%","23.1%","12.3%","61.5%","26.2%","38.4%","89.0","12.5","13.8%","108.6","36.9%","16.5%","30.0%","11489"
"Josh Bell","PIT","27","195","22","8","22","0",".226","9.9%","26.5%","18.6%","55.7%","25.7%","8.3%","3.8%","0.0%","1.0","30.5%","71.9%","46.0%","58.5%","77.0%","69.3%","37.3%","49.3%","14.1%","38.6%","37.1%","24.3%","10.7%","47.9%","41.4%","39.9%","91.7","5.9","8.6%","114.2","42.9%","14.2%","28.4%","13145"
"Mike Tauchman","NYY","29","95","18","0","14","6",".242","12.6%","23.4%","30.0%","41.4%","28.6%","5.0%","6.9%","0.0%","6.5","26.4%","70.9%","45.0%","63.9%","79.9%","74.4%","41.8%","53.2%","11.5%","21.4%","37.1%","41.4%","22.9%","50.0%","27.1%","36.0%","84.9","10.6","1.4%","111.8","24.3%","15.4%","26.9%","15274"
"Kris Bryant","CHC","28","131","20","4","11","0",".206","8.2%","27.2%","17.6%","37.4%","45.1%","14.6%","14.7%","0.0%","3.9","30.3%","73.3%","47.5%","53.2%","84.1%","72.3%","40.0%","57.8%","13.2%","40.7%","39.6%","19.8%","17.6%","51.6%","30.8%","38.1%","86.1","20.7","5.5%","108.8","31.9%","16.2%","29.3%","15429"
"Aristides Aquino","CIN","26","47","7","2","8","1",".170","10.7%","32.1%","24.1%","51.7%","24.1%","14.3%","6.7%","0.0%","4.9","36.3%","69.9%","47.5%","52.8%","78.4%","65.4%","33.3%","69.6%","16.4%","58.6%","37.9%","3.4%","20.7%","58.6%","20.7%","46.4%","82.2","10.6","6.9%","110.8","20.7%","16.9%","33.3%","15482"
"Danny Mendick","CHW","26","107","11","3","6","0",".243","5.3%","21.9%","21.7%","49.4%","28.9%","8.3%","4.9%","0.0%","3.3","27.8%","59.2%","42.1%","67.6%","82.5%","77.2%","45.5%","57.9%","9.6%","28.9%","36.1%","34.9%","20.5%","57.8%","21.7%","29.8%","86.2","7.4","2.4%","107.7","31.3%","22.9%","32.5%","18889"
"LaMonte Wade Jr.","MIN","26","39","3","0","1","1",".231","9.1%","20.5%","16.7%","36.7%","46.7%","14.3%","0.0%","0.0%","2.8","26.5%","60.8%","40.6%","80.0%","93.8%","88.5%","41.1%","54.5%","4.7%","33.3%","43.3%","23.3%","30.0%","36.7%","33.3%","29.5%","85.0","15.3","0.0%","105.6","30.0%","21.4%","26.0%","18126"
"Khris Davis","OAK","32","85","9","2","10","0",".200","10.1%","26.3%","25.0%","31.7%","43.3%","11.5%","5.3%","0.0%","1.3","35.3%","76.3%","53.5%","51.3%","76.3%","67.1%","44.5%","68.7%","17.6%","33.3%","35.0%","31.7%","16.7%","55.0%","28.3%","38.4%","87.7","18.9","8.3%","107.1","30.0%","11.3%","28.9%","9112"
"Tommy Pham","SDP","32","109","13","3","12","6",".211","12.0%","21.6%","13.4%","62.2%","24.4%","0.0%","9.8%","0.0%","5.1","21.0%","62.3%","38.2%","59.0%","82.9%","75.3%","41.6%","60.8%","9.4%","48.8%","32.9%","18.3%","13.4%","39.0%","47.6%","36.0%","92.8","2.4","7.3%","111.1","50.0%","20.7%","30.1%","2967"
"Albert Pujols","LAA","40","152","15","6","25","0",".224","5.5%","15.3%","19.5%","39.8%","40.6%","23.1%","2.0%","0.0%","1.0","39.6%","63.8%","49.2%","69.1%","89.8%","79.7%","39.5%","54.0%","10.0%","53.1%","26.6%","20.3%","18.8%","50.8%","30.5%","24.5%","88.6","16.4","5.5%","108.8","33.6%","17.0%","27.0%","1177"
"Santiago Espinal","TOR","25","60","10","0","6","1",".267","6.1%","24.2%","39.5%","30.2%","30.2%","15.4%","7.7%","33.3%","5.1","27.5%","73.4%","48.9%","66.7%","86.8%","80.8%","46.6%","65.2%","9.4%","43.5%","41.3%","15.2%","10.9%","63.0%","26.1%","30.3%","87.2","14.5","2.2%","104.4","28.3%","15.4%","24.8%","19997"
"Jake Lamb","- - -","29","88","7","3","10","0",".193","8.1%","25.3%","28.6%","33.3%","38.1%","8.3%","4.8%","0.0%","1.4","29.7%","64.5%","43.6%","61.0%","83.8%","74.5%","39.9%","51.5%","11.1%","38.1%","44.4%","17.5%","14.3%","41.3%","44.4%","36.4%","90.2","16.7","7.9%","108.3","50.8%","19.0%","30.2%","13329"
"Elias Diaz","COL","29","68","4","2","9","0",".235","6.8%","20.5%","24.5%","39.6%","35.8%","15.8%","4.8%","0.0%","0.2","35.0%","77.6%","51.9%","61.4%","84.3%","75.0%","39.6%","53.4%","13.0%","49.1%","28.3%","22.6%","26.4%","34.0%","39.6%","30.1%","87.4","12.9","11.3%","110.1","39.6%","11.9%","24.8%","11680"
"Yuli Gurriel","HOU","36","211","27","6","22","0",".232","5.2%","11.7%","19.6%","38.1%","42.3%","12.5%","4.2%","0.0%","3.1","37.8%","65.9%","48.8%","76.9%","94.6%","86.2%","39.0%","65.7%","6.7%","34.9%","37.6%","27.5%","14.8%","49.2%","36.0%","19.6%","89.3","13.9","3.7%","107.1","35.4%","17.0%","23.7%","19198"
"Delino DeShields","CLE","27","107","10","0","7","3",".252","7.5%","24.2%","19.2%","54.8%","26.0%","10.5%","7.5%","44.4%","5.9","27.3%","68.1%","44.4%","56.3%","82.0%","72.9%","42.0%","59.2%","12.1%","35.4%","31.7%","32.9%","13.4%","64.6%","22.0%","31.7%","84.0","5.8","1.2%","102.8","19.5%","17.9%","29.9%","11379"
"Matt Beaty","LAD","27","50","8","2","5","0",".220","3.7%","25.9%","25.0%","47.2%","27.8%","10.0%","0.0%","0.0%","2.6","30.1%","71.4%","50.5%","53.6%","83.1%","74.2%","49.5%","63.0%","13.0%","41.7%","33.3%","25.0%","13.9%","44.4%","41.7%","33.3%","90.0","7.9","2.8%","104.8","41.7%","16.3%","29.3%","17710"
"Carson Kelly","ARI","25","122","11","5","19","0",".221","4.7%","22.5%","19.4%","41.9%","38.7%","8.3%","5.1%","0.0%","0.9","27.0%","65.2%","45.7%","67.1%","82.0%","77.5%","48.8%","57.4%","10.3%","47.3%","30.1%","22.6%","11.8%","52.7%","35.5%","31.0%","86.3","16.7","4.3%","105.4","34.4%","21.3%","31.6%","13620"
"Tim Lopes","SEA","26","143","16","2","15","5",".238","4.0%","22.5%","24.1%","50.9%","25.0%","18.5%","7.3%","0.0%","5.5","36.5%","77.7%","53.9%","60.0%","78.7%","71.4%","42.4%","62.3%","15.4%","35.8%","37.6%","26.6%","21.1%","50.5%","28.4%","27.8%","87.2","6.5","2.8%","109.1","39.4%","14.7%","30.1%","14137"
"Chad Wallach","MIA","28","44","4","1","6","0",".227","6.3%","25.0%","15.6%","50.0%","34.4%","9.1%","12.5%","0.0%","1.1","30.0%","65.2%","46.6%","50.0%","84.5%","72.7%","47.1%","58.3%","12.7%","45.5%","39.4%","15.2%","18.2%","54.5%","27.3%","33.3%","87.6","11.3","9.1%","105.5","24.2%","16.4%","29.1%","17161"
