"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Jorge Soler","KCR","27","589","95","48","117","3",".265","10.8%","26.2%","19.5%","39.3%","41.2%","8.8%","6.7%","0.0%","2.8","27.1%","70.7%","44.0%","47.1%","83.7%","69.9%","38.8%","61.3%","13.2%","46.7%","31.1%","22.2%","13.0%","40.2%","46.7%","44.0%","92.6","15.6","16.3%","115.7","49.5%","16.3%","29.5%","14221"
"Josh Donaldson","ATL","33","549","96","37","94","4",".259","15.2%","23.5%","21.5%","42.2%","36.4%","12.5%","8.4%","0.0%","2.5","25.7%","71.8%","43.8%","62.4%","76.6%","71.5%","39.3%","58.4%","12.5%","48.5%","26.8%","24.7%","15.2%","37.6%","47.2%","44.3%","92.9","13.3","15.2%","114.2","50.5%","14.3%","26.7%","5038"
"Hunter Pence","TEX","36","286","53","18","59","6",".297","8.2%","21.8%","19.6%","44.7%","35.6%","6.4%","11.2%","0.0%","5.1","37.1%","75.0%","51.3%","61.8%","77.2%","70.3%","37.6%","64.6%","15.3%","36.5%","30.6%","32.9%","14.2%","43.4%","42.5%","35.8%","91.5","9.9","9.1%","113.1","42.0%","13.1%","28.4%","8252"
"Rafael Devers","BOS","22","647","129","32","115","8",".311","6.8%","17.0%","21.3%","44.4%","34.3%","9.9%","6.8%","33.3%","4.9","40.5%","76.2%","54.9%","71.9%","82.6%","77.9%","40.4%","61.1%","12.1%","42.1%","30.2%","27.7%","17.7%","44.7%","37.5%","28.3%","92.5","10.4","8.1%","115.0","47.5%","11.3%","23.4%","17350"
"DJ LeMahieu","NYY","30","602","109","26","102","5",".327","7.0%","13.7%","23.7%","50.1%","26.2%","5.2%","8.5%","0.0%","4.0","30.2%","65.8%","45.6%","75.0%","91.8%","85.5%","43.0%","58.3%","6.6%","27.9%","38.5%","33.7%","14.3%","45.3%","40.4%","24.7%","91.9","6.5","7.0%","111.1","47.6%","19.0%","25.6%","9874"
"Nick Solak","TEX","24","116","19","5","17","2",".293","11.1%","21.5%","19.5%","52.9%","27.6%","8.3%","15.2%","0.0%","5.4","26.3%","64.8%","42.2%","64.7%","88.4%","79.7%","41.3%","58.5%","8.5%","42.5%","35.6%","21.8%","12.6%","58.6%","28.7%","36.3%","88.3","6.3","9.2%","109.0","32.2%","19.8%","28.4%","19294"
"Jose Altuve","HOU","29","500","89","31","74","6",".298","7.5%","15.0%","17.6%","49.9%","32.5%","10.5%","9.3%","46.2%","4.2","32.7%","68.1%","46.8%","72.4%","86.9%","80.8%","39.9%","65.3%","9.0%","50.0%","32.7%","17.3%","17.5%","41.7%","40.8%","28.1%","87.4","9.7","7.8%","109.3","33.6%","16.0%","25.0%","5417"
"J.D. Davis","NYM","26","410","65","22","57","3",".307","8.4%","21.4%","22.9%","47.0%","30.2%","4.2%","7.4%","0.0%","3.5","27.7%","74.9%","48.9%","65.8%","78.6%","74.6%","44.9%","62.3%","12.4%","38.4%","37.8%","23.8%","11.1%","47.6%","41.3%","34.7%","91.5","10.2","10.5%","114.7","47.3%","14.1%","26.5%","16219"
"Trey Mancini","BAL","27","602","106","35","97","1",".291","9.3%","21.1%","22.2%","45.9%","31.9%","5.4%","8.0%","0.0%","3.1","33.4%","69.7%","48.1%","64.1%","83.4%","75.4%","40.6%","63.0%","11.8%","35.8%","37.5%","26.7%","15.7%","47.0%","37.3%","35.5%","90.3","7.8","9.9%","113.9","42.7%","15.7%","27.5%","15149"
"Franchy Cordero","SDP","24","15","2","0","1","1",".333","20.0%","35.0%","37.5%","25.0%","37.5%","0.0%","50.0%","100.0%","4.5","17.7%","79.1%","42.9%","54.5%","73.5%","68.9%","41.0%","80.0%","13.3%","44.4%","44.4%","11.1%","0.0%","44.4%","55.6%","55.0%","92.4","19.5","0.0%","102.3","33.3%","12.4%","25.7%","14567"
"Marcus Semien","OAK","28","657","123","33","92","10",".285","11.6%","13.7%","20.0%","41.1%","38.9%","8.8%","6.1%","0.0%","5.1","23.0%","68.7%","42.1%","68.3%","89.6%","82.9%","41.8%","63.2%","7.2%","44.1%","31.5%","24.5%","14.9%","43.3%","41.7%","29.7%","88.9","14.9","7.4%","108.2","37.6%","17.9%","25.1%","12533"
"Max Muncy","LAD","28","487","101","35","98","4",".251","15.3%","25.3%","23.5%","37.8%","38.7%","3.8%","10.9%","100.0%","3.8","23.1%","64.0%","39.9%","59.0%","81.2%","73.6%","41.1%","55.0%","10.5%","44.2%","32.2%","23.7%","11.7%","42.1%","46.2%","46.5%","89.8","14.4","11.1%","110.1","43.0%","18.2%","28.7%","13301"
"Mike Ford","NYY","26","143","30","12","25","0",".259","10.4%","17.2%","18.3%","37.4%","44.3%","9.8%","2.3%","0.0%","2.2","23.9%","63.1%","40.1%","63.0%","88.3%","79.5%","41.3%","59.5%","8.2%","43.5%","39.1%","17.4%","14.8%","44.3%","40.9%","35.0%","91.9","15.6","6.1%","110.7","45.2%","20.4%","28.6%","15585"
"Jorge Bonifacio","KCR","26","20","3","0","3","0",".350","4.8%","33.3%","15.4%","46.2%","38.5%","20.0%","16.7%","0.0%","1.9","36.4%","80.8%","50.6%","50.0%","90.5%","70.7%","32.1%","47.6%","14.8%","53.8%","38.5%","7.7%","7.7%","61.5%","30.8%","38.1%","89.2","15.3","0.0%","105.7","30.8%","9.9%","24.7%","12174"
"Matt Joyce","ATL","34","200","32","7","23","0",".295","16.0%","18.9%","29.2%","34.4%","36.4%","7.1%","1.9%","100.0%","1.3","25.5%","68.5%","42.7%","65.4%","82.5%","76.3%","40.0%","54.2%","10.1%","45.2%","28.4%","26.5%","14.8%","44.5%","40.6%","37.8%","87.7","16.8","6.5%","106.7","33.5%","15.6%","25.7%","3353"
"Bryan Reynolds","PIT","24","491","83","16","68","3",".314","8.4%","22.2%","23.9%","46.4%","29.8%","6.3%","9.2%","0.0%","4.3","31.1%","74.2%","47.9%","59.0%","87.1%","75.9%","38.9%","60.6%","11.5%","38.6%","35.1%","26.3%","16.4%","40.8%","42.9%","33.5%","89.5","9.4","6.7%","112.1","41.0%","13.3%","24.9%","19326"
"Justin Turner","LAD","34","479","80","27","67","2",".290","9.3%","16.0%","25.9%","33.8%","40.4%","5.0%","7.5%","0.0%","2.7","28.1%","67.6%","45.4%","76.1%","89.0%","84.5%","43.9%","58.7%","7.0%","38.2%","37.0%","24.8%","12.4%","37.2%","50.4%","30.2%","90.3","17.8","7.3%","107.7","42.4%","17.4%","24.4%","5235"
"Sean Murphy","OAK","24","53","14","4","8","0",".245","10.0%","26.7%","27.0%","45.9%","27.0%","10.0%","0.0%","0.0%","2.6","33.6%","66.7%","47.1%","58.8%","85.7%","74.4%","40.9%","68.3%","12.1%","56.8%","21.6%","21.6%","16.2%","48.6%","35.1%","43.3%","90.7","7.3","8.1%","111.1","37.8%","17.5%","29.6%","19352"
"Gio Urshela","NYY","27","442","73","21","74","1",".314","5.3%","18.3%","25.3%","41.2%","33.4%","10.0%","5.4%","0.0%","2.4","41.8%","77.0%","56.5%","73.0%","84.6%","79.6%","41.8%","67.2%","11.5%","39.3%","37.0%","23.7%","12.8%","43.2%","44.0%","27.9%","90.6","13.5","6.4%","113.3","40.9%","12.2%","23.7%","10681"
"Ronald Acuna Jr.","ATL","21","626","127","41","101","37",".280","10.6%","26.3%","24.4%","38.0%","37.6%","4.8%","11.4%","0.0%","6.2","26.7%","71.5%","45.3%","63.2%","80.0%","74.2%","41.6%","61.4%","11.7%","40.1%","32.8%","27.1%","14.1%","40.1%","45.8%","42.7%","90.6","14.2","12.9%","115.9","47.1%","15.0%","26.7%","18401"
"Will Smith","LAD","24","170","30","15","42","2",".253","9.2%","26.5%","17.4%","28.9%","53.7%","13.8%","17.1%","0.0%","3.7","24.9%","65.2%","42.5%","56.9%","86.4%","76.7%","43.7%","61.2%","9.9%","44.6%","37.2%","18.2%","14.9%","40.5%","44.6%","43.4%","89.4","23.7","9.9%","108.6","38.8%","19.1%","29.0%","19197"
"Dominic Smith","NYM","24","177","35","11","25","1",".282","9.6%","22.3%","22.7%","40.2%","37.1%","8.2%","3.8%","100.0%","2.9","34.5%","70.1%","48.5%","65.8%","82.5%","75.3%","39.2%","54.8%","12.0%","40.6%","33.1%","26.3%","15.8%","47.4%","36.8%","37.6%","88.3","15.1","6.8%","108.5","34.6%","14.7%","26.7%","15653"
"Willson Contreras","CHC","27","360","57","24","64","1",".272","9.3%","24.9%","15.8%","50.2%","34.0%","8.0%","7.7%","100.0%","3.1","37.4%","71.2%","49.9%","58.9%","79.4%","69.7%","36.9%","58.7%","15.1%","41.2%","32.7%","26.2%","21.9%","40.8%","37.3%","40.1%","88.5","7.5","11.2%","113.1","41.5%","13.9%","29.0%","11609"
"Matt Olson","OAK","25","483","73","36","91","0",".267","9.3%","25.2%","24.0%","31.4%","44.6%","13.8%","5.6%","100.0%","1.1","28.6%","67.6%","45.1%","68.6%","78.7%","75.0%","42.5%","55.8%","11.3%","51.7%","30.1%","18.2%","15.6%","34.1%","50.3%","41.1%","92.8","19.2","14.2%","111.9","49.4%","16.3%","27.6%","14344"
"Ian Happ","CHC","24","140","25","11","30","2",".264","9.6%","25.0%","15.8%","42.6%","41.6%","7.1%","7.0%","100.0%","5.5","34.0%","75.3%","51.9%","54.1%","82.1%","71.7%","43.4%","61.5%","14.7%","35.3%","37.3%","27.5%","15.7%","50.0%","34.3%","41.7%","89.8","16.0","13.7%","112.7","38.2%","12.6%","27.3%","17919"
"Brad Miller","- - -","29","154","26","13","25","2",".260","8.8%","26.5%","13.2%","39.6%","47.2%","16.0%","4.8%","0.0%","5.0","27.8%","71.5%","45.5%","58.7%","79.6%","72.0%","40.5%","55.9%","12.7%","29.4%","36.7%","33.9%","14.7%","43.1%","42.2%","42.9%","92.6","17.6","12.8%","113.4","46.8%","15.9%","28.7%","12775"
"Michael Brantley","HOU","32","575","88","22","90","3",".311","8.0%","10.4%","23.9%","45.3%","30.8%","3.2%","2.2%","100.0%","3.2","29.2%","61.5%","43.7%","82.3%","95.8%","90.8%","44.9%","60.0%","4.0%","40.2%","33.5%","26.3%","13.3%","44.8%","41.9%","21.8%","88.8","10.6","5.3%","108.9","36.5%","19.9%","24.0%","4106"
"Corey Dickerson","- - -","30","260","33","12","59","1",".304","5.7%","20.1%","25.1%","36.2%","38.6%","17.5%","10.7%","0.0%","3.5","46.2%","77.8%","58.4%","71.6%","79.3%","75.6%","38.5%","61.6%","14.2%","33.8%","29.5%","36.7%","21.3%","40.1%","38.6%","30.1%","87.1","16.2","8.2%","109.3","34.8%","9.8%","24.1%","10762"
"Tyler Heineman","MIA","28","11","1","1","2","0",".273","0.0%","33.3%","42.9%","28.6%","28.6%","50.0%","0.0%","0.0%","0.1","45.5%","60.0%","53.2%","60.0%","80.0%","72.0%","53.2%","66.7%","14.9%","62.5%","12.5%","25.0%","25.0%","62.5%","12.5%","41.7%","79.4","22.4","0.0%","97.5","25.0%","19.1%","34.0%","13897"
"Bryce Harper","PHI","26","573","98","35","114","15",".260","14.5%","26.1%","23.9%","38.3%","37.8%","5.4%","6.6%","80.0%","4.4","31.6%","77.3%","48.3%","52.2%","79.7%","68.3%","36.4%","59.5%","15.3%","37.8%","37.8%","24.3%","10.5%","41.4%","48.1%","45.7%","91.9","13.8","13.5%","116.4","45.6%","11.4%","26.7%","11579"
"Yuli Gurriel","HOU","35","564","85","31","104","5",".298","6.0%","10.6%","22.4%","38.2%","39.4%","13.6%","8.3%","0.0%","3.6","35.4%","69.3%","49.7%","78.0%","92.1%","86.3%","42.2%","64.9%","6.8%","45.3%","32.9%","21.8%","17.8%","43.6%","38.6%","21.7%","89.3","14.3","3.2%","110.6","37.4%","16.7%","23.5%","19198"
"David Dahl","COL","25","374","67","15","61","4",".302","6.8%","26.6%","26.1%","41.4%","32.5%","2.3%","4.5%","0.0%","5.6","37.9%","73.3%","52.1%","62.2%","79.2%","71.8%","40.1%","61.0%","14.7%","36.9%","35.4%","27.7%","13.3%","49.8%","36.9%","37.0%","88.7","11.1","10.0%","107.1","39.5%","13.0%","27.7%","13744"
"Reese McGuire","TOR","24","97","14","5","11","0",".299","6.7%","17.1%","28.2%","39.7%","32.1%","4.0%","6.5%","0.0%","1.3","38.5%","70.0%","52.2%","62.5%","90.2%","78.6%","43.5%","68.6%","11.1%","43.0%","29.1%","27.8%","16.5%","51.9%","31.6%","28.6%","86.7","13.2","3.8%","104.5","23.8%","16.3%","27.4%","15674"
"Mike Tauchman","NYY","28","260","46","13","47","6",".277","11.5%","24.0%","24.9%","41.8%","33.3%","3.2%","3.8%","0.0%","5.3","22.8%","70.2%","43.1%","67.9%","85.8%","80.4%","42.8%","59.5%","8.5%","31.6%","33.2%","35.3%","15.8%","50.5%","33.7%","39.9%","88.7","11.3","6.3%","109.8","38.9%","17.2%","25.7%","15274"
"Tim Anderson","CHW","26","498","81","18","56","17",".335","2.9%","21.0%","23.8%","48.6%","27.6%","4.6%","9.5%","0.0%","4.7","45.2%","77.5%","58.5%","61.5%","89.9%","77.0%","41.1%","62.0%","13.5%","32.7%","37.1%","30.2%","17.9%","49.9%","32.2%","27.4%","88.3","8.7","4.9%","107.8","37.9%","11.7%","25.2%","15172"
"Cameron Maybin","NYY","32","239","48","11","32","9",".285","11.2%","26.8%","19.4%","41.2%","39.4%","13.8%","13.2%","0.0%","4.5","27.3%","63.4%","41.9%","57.7%","83.0%","73.2%","40.5%","60.2%","11.2%","33.5%","40.7%","25.7%","20.4%","41.9%","37.7%","42.0%","89.4","11.8","9.6%","110.5","39.5%","18.9%","30.2%","5223"
"Edwin Encarnacion","- - -","36","418","81","34","86","0",".244","11.9%","21.2%","18.6%","30.8%","50.6%","18.0%","6.1%","0.0%","2.1","28.2%","66.4%","43.6%","66.9%","81.7%","76.0%","40.2%","56.6%","10.5%","51.9%","25.5%","22.6%","19.5%","40.6%","39.9%","40.1%","90.2","22.4","11.9%","113.0","42.1%","16.8%","27.3%","2151"
"Zack Greinke","- - -","35","50","7","3","8","1",".280","3.6%","21.4%","21.6%","48.6%","29.7%","9.1%","0.0%","20.0%","6.0","42.5%","71.1%","57.1%","51.4%","85.9%","73.3%","50.8%","73.2%","15.3%","45.2%","28.6%","26.2%","14.3%","54.8%","31.0%","30.4%","88.9","5.9","9.5%","106.5","31.0%","14.1%","29.4%","1943"
"Joc Pederson","LAD","27","450","83","36","74","1",".249","9.7%","21.6%","17.4%","41.8%","40.9%","15.8%","4.9%","100.0%","3.7","30.2%","68.0%","45.7%","67.9%","84.0%","77.7%","41.2%","57.8%","10.2%","49.0%","33.1%","17.9%","16.4%","38.4%","45.2%","38.3%","91.2","15.2","10.0%","113.7","42.8%","15.8%","25.9%","11899"
"Yasmani Grandal","MIL","30","513","79","28","77","5",".246","17.2%","22.0%","22.9%","39.1%","38.0%","12.6%","3.4%","33.3%","3.4","24.4%","59.5%","38.4%","63.3%","84.1%","76.2%","39.9%","57.0%","9.1%","39.8%","34.3%","25.9%","14.8%","39.8%","45.4%","43.7%","90.7","14.2","10.3%","111.3","41.2%","20.0%","29.2%","11368"
"Luis Arraez","MIN","22","326","54","4","28","2",".334","9.8%","7.9%","29.4%","41.5%","29.1%","4.6%","1.6%","100.0%","3.1","26.9%","62.1%","42.0%","89.5%","95.4%","93.3%","42.8%","55.2%","2.8%","29.0%","34.3%","36.7%","12.3%","53.0%","34.7%","18.9%","87.1","11.4","1.7%","102.2","22.7%","20.0%","22.8%","18568"
"Adam Duvall","ATL","30","120","17","10","19","0",".267","5.4%","30.0%","12.3%","27.2%","60.5%","18.4%","22.7%","0.0%","2.8","34.9%","68.3%","48.7%","60.6%","82.6%","73.3%","41.1%","65.4%","13.0%","50.0%","28.0%","22.0%","15.9%","39.0%","45.1%","43.1%","91.1","25.6","15.9%","112.3","32.9%","16.8%","29.8%","10950"
"Aristides Aquino","CIN","25","205","31","19","47","7",".259","7.1%","26.7%","20.4%","34.7%","44.9%","19.7%","3.9%","0.0%","4.6","41.2%","83.0%","55.7%","54.8%","76.0%","65.7%","34.7%","62.2%","19.1%","49.7%","28.6%","21.8%","20.4%","40.8%","38.8%","42.2%","87.8","18.7","10.9%","118.3","37.4%","8.8%","27.9%","15482"
"Hunter Dozier","KCR","27","523","75","26","84","2",".279","9.4%","25.3%","21.6%","34.5%","43.9%","10.2%","8.4%","0.0%","4.5","30.1%","66.0%","44.7%","50.1%","90.4%","74.3%","40.6%","60.6%","11.5%","40.8%","34.5%","24.7%","13.9%","40.8%","45.3%","39.1%","91.1","16.7","8.9%","115.1","42.9%","17.7%","29.2%","15117"
"Luke Voit","NYY","28","429","72","21","62","0",".263","13.9%","27.8%","25.7%","39.6%","34.7%","1.0%","6.1%","0.0%","2.0","26.6%","78.6%","47.4%","44.2%","78.1%","66.7%","40.1%","59.8%","15.8%","47.9%","31.6%","20.5%","13.2%","47.9%","38.9%","45.9%","89.7","12.5","13.2%","112.6","41.0%","12.1%","27.8%","14811"
"Gleyber Torres","NYY","22","546","96","38","90","5",".278","7.9%","21.4%","20.9%","37.2%","41.9%","8.5%","4.5%","0.0%","3.3","35.1%","76.3%","51.8%","60.3%","83.8%","74.4%","40.6%","61.1%","13.3%","44.4%","31.9%","23.6%","14.9%","45.6%","39.5%","35.6%","89.1","17.7","9.4%","109.6","36.1%","12.4%","25.7%","16997"
"Wilmer Flores","ARI","27","265","31","9","37","0",".317","5.3%","10.9%","24.7%","37.0%","38.3%","15.6%","3.4%","0.0%","1.0","31.3%","64.4%","45.9%","85.1%","92.7%","89.7%","44.0%","63.5%","4.7%","43.8%","34.5%","21.7%","16.2%","46.0%","37.9%","19.3%","87.4","16.4","4.7%","106.3","30.6%","19.5%","24.3%","5827"
"Andrew McCutchen","PHI","32","219","45","10","29","2",".256","16.4%","21.0%","18.3%","45.1%","36.6%","13.3%","1.4%","0.0%","4.3","17.7%","56.6%","35.5%","58.0%","83.1%","76.3%","45.7%","54.6%","8.4%","45.7%","32.3%","22.0%","12.8%","50.6%","36.6%","41.2%","90.6","12.7","7.3%","110.3","40.9%","22.6%","31.0%","9847"
"Michael Conforto","NYM","26","549","90","33","92","7",".257","13.0%","23.0%","23.9%","36.1%","40.0%","7.5%","4.8%","33.3%","3.7","27.3%","72.3%","45.7%","63.4%","81.8%","75.3%","40.8%","60.0%","11.3%","41.2%","31.1%","27.7%","13.6%","49.9%","36.5%","41.0%","89.2","15.9","10.9%","112.2","39.0%","14.7%","26.0%","16376"
"Lourdes Gurriel Jr.","TOR","25","314","52","20","50","6",".277","5.8%","25.1%","17.7%","39.4%","42.9%","10.1%","12.1%","0.0%","5.1","38.6%","69.9%","50.7%","58.6%","78.3%","69.1%","38.6%","65.0%","15.7%","39.7%","35.3%","25.0%","19.0%","37.9%","43.1%","36.7%","90.4","14.4","9.9%","109.6","45.3%","13.8%","29.5%","19238"
"Nick Castellanos","- - -","27","615","100","27","73","2",".289","6.2%","21.5%","22.7%","37.7%","39.6%","2.1%","12.3%","0.0%","3.6","40.9%","76.3%","54.7%","58.5%","87.9%","74.5%","39.0%","61.9%","14.0%","40.8%","32.8%","26.3%","12.6%","45.1%","42.3%","31.8%","89.0","14.0","10.1%","111.2","41.3%","11.8%","25.7%","11737"
"Kyle Schwarber","CHC","26","529","82","38","92","2",".250","11.5%","25.6%","19.8%","38.0%","42.2%","8.9%","5.6%","80.0%","3.1","26.4%","66.8%","43.0%","60.3%","81.6%","73.9%","41.1%","55.6%","11.2%","40.1%","30.9%","29.0%","12.7%","45.4%","42.0%","43.3%","93.5","15.5","14.0%","117.6","50.9%","16.2%","27.4%","16478"
"Kyle Lewis","SEA","23","71","10","6","13","0",".268","4.0%","38.7%","14.0%","51.2%","34.9%","6.7%","0.0%","0.0%","1.1","36.0%","63.8%","47.9%","47.6%","74.7%","63.0%","42.6%","53.3%","17.7%","30.2%","32.6%","37.2%","11.6%","55.8%","32.6%","50.7%","90.4","10.4","18.6%","108.9","46.5%","17.4%","35.1%","19508"
"Tommy Edman","STL","24","326","59","11","36","15",".304","4.6%","17.5%","24.7%","40.7%","34.6%","8.8%","6.5%","50.0%","8.5","32.4%","67.7%","47.7%","72.2%","89.1%","82.6%","43.4%","62.5%","8.3%","41.9%","33.6%","24.5%","15.5%","43.4%","41.1%","25.2%","87.4","14.2","5.3%","110.1","33.6%","17.2%","25.4%","19470"
"Ramon Laureano","OAK","24","434","79","24","67","13",".288","5.6%","25.6%","25.1%","35.7%","39.2%","8.0%","8.8%","0.0%","5.2","33.1%","67.5%","48.6%","52.8%","86.2%","73.7%","45.0%","64.4%","12.8%","43.1%","36.3%","20.6%","16.3%","43.8%","40.0%","36.2%","89.7","14.7","9.1%","111.6","39.7%","17.3%","30.1%","17128"
"Trea Turner","WSN","26","521","96","19","57","35",".298","7.6%","19.9%","20.0%","47.2%","32.8%","14.9%","9.3%","100.0%","7.6","31.9%","68.6%","46.7%","60.8%","89.8%","78.0%","40.4%","62.4%","10.3%","42.4%","32.7%","24.9%","17.1%","45.4%","37.6%","30.8%","90.4","9.9","6.1%","113.5","42.0%","17.4%","27.7%","16252"
"Max Kepler","MIN","26","524","98","36","90","1",".252","10.1%","16.6%","17.2%","36.1%","46.6%","15.5%","5.8%","0.0%","2.6","30.6%","75.8%","49.3%","62.1%","92.2%","81.2%","41.4%","62.9%","9.3%","53.4%","26.8%","19.8%","19.6%","38.0%","42.4%","32.7%","89.7","18.2","8.4%","112.5","41.7%","13.3%","22.5%","12144"
"Tom Murphy","SEA","28","260","32","18","40","2",".273","6.8%","31.0%","19.0%","34.5%","46.6%","6.2%","5.0%","0.0%","3.5","31.9%","64.0%","44.9%","53.4%","83.6%","70.9%","40.6%","56.6%","13.1%","50.6%","28.7%","20.7%","16.7%","45.4%","37.9%","44.1%","90.6","18.9","10.3%","111.7","44.8%","17.7%","30.8%","13499"
"Matt Chapman","OAK","26","583","102","36","91","1",".249","10.9%","21.9%","15.5%","41.5%","43.1%","17.5%","10.4%","0.0%","3.3","24.8%","65.0%","42.0%","67.5%","83.5%","78.1%","42.8%","57.5%","9.2%","42.4%","34.6%","23.0%","15.9%","38.7%","45.3%","38.2%","92.7","16.4","10.9%","114.4","48.1%","18.8%","28.0%","16505"
"Brandon Lowe","TBR","24","296","42","17","51","5",".270","7.6%","34.6%","26.9%","30.2%","42.9%","6.4%","10.9%","100.0%","5.4","34.1%","79.5%","54.2%","43.0%","76.6%","64.8%","44.2%","63.6%","19.1%","44.6%","34.8%","20.7%","11.4%","45.7%","42.9%","47.4%","91.6","19.2","14.1%","114.3","46.2%","10.8%","29.9%","18882"
"Ryan Braun","MIL","35","459","70","22","75","11",".285","6.7%","20.7%","19.2%","50.4%","30.4%","8.3%","8.4%","0.0%","5.4","37.4%","72.7%","51.3%","59.9%","89.2%","76.3%","39.5%","61.4%","12.2%","41.2%","34.2%","24.6%","17.1%","37.5%","45.4%","31.7%","91.5","7.2","8.6%","111.7","44.3%","14.5%","26.6%","3410"
"Ozzie Albies","ATL","22","640","102","24","86","15",".295","7.7%","16.0%","25.5%","37.9%","36.6%","7.7%","9.0%","0.0%","6.2","37.9%","81.4%","55.5%","67.4%","86.8%","78.9%","40.4%","64.1%","11.7%","45.5%","33.8%","20.7%","14.8%","42.9%","42.3%","27.1%","88.9","15.6","6.2%","110.8","34.0%","9.8%","21.5%","16556"
"Eric Thames","MIL","32","396","67","25","61","3",".247","11.1%","30.5%","20.5%","33.3%","46.1%","8.4%","2.3%","0.0%","4.1","30.9%","72.9%","47.2%","51.7%","80.8%","69.1%","38.8%","60.3%","14.6%","43.0%","35.7%","21.3%","13.2%","38.4%","48.4%","47.1%","90.9","19.0","8.5%","110.5","43.0%","14.5%","29.0%","3711"
"Shin-Soo Choo","TEX","36","563","93","24","61","15",".265","11.8%","25.0%","21.8%","49.1%","29.1%","1.7%","4.1%","50.0%","5.2","22.7%","65.9%","41.9%","50.3%","81.4%","72.0%","44.4%","59.2%","11.7%","40.1%","36.1%","23.8%","11.8%","43.4%","44.9%","40.5%","91.9","9.2","8.0%","111.8","48.9%","17.2%","28.9%","3174"
"Starling Marte","PIT","30","539","97","23","82","25",".295","4.3%","16.0%","21.4%","50.5%","28.2%","5.6%","6.8%","45.5%","7.5","36.4%","77.4%","53.3%","63.5%","85.8%","76.9%","41.2%","62.6%","12.3%","39.7%","35.0%","25.3%","19.1%","43.5%","37.5%","24.2%","88.6","8.2","8.0%","111.6","37.9%","11.7%","24.0%","9241"
"Mike Yastrzemski","SFG","28","371","64","21","55","2",".272","7.8%","26.0%","22.8%","33.8%","43.3%","11.4%","6.7%","60.0%","4.2","29.2%","69.4%","47.1%","64.2%","81.5%","75.5%","44.4%","61.6%","11.5%","42.2%","29.5%","28.4%","17.2%","39.6%","43.3%","38.9%","89.6","19.3","10.1%","108.5","42.9%","16.4%","27.9%","14854"
"Jorge Polanco","MIN","25","631","107","22","79","4",".295","8.5%","16.5%","26.3%","29.2%","44.4%","7.0%","8.0%","54.5%","4.7","28.5%","67.2%","44.6%","71.9%","90.7%","83.6%","41.6%","59.5%","7.3%","37.4%","36.5%","26.1%","15.3%","45.2%","39.5%","28.1%","88.1","19.0","6.3%","108.2","32.8%","17.6%","24.9%","13152"
"Shohei Ohtani","LAA","24","384","51","18","62","12",".286","7.8%","25.9%","25.9%","49.6%","24.5%","2.9%","10.9%","0.0%","6.2","32.8%","74.1%","49.1%","66.1%","81.0%","75.0%","39.6%","58.4%","12.3%","30.9%","37.8%","31.3%","8.6%","41.7%","49.6%","37.9%","92.8","6.7","11.4%","115.1","46.8%","13.8%","26.1%","19755"
"Alex Blandino","CIN","26","36","6","1","3","0",".250","20.0%","28.0%","20.8%","45.8%","33.3%","0.0%","0.0%","0.0%","1.3","16.7%","48.9%","29.9%","68.2%","88.9%","82.1%","41.1%","62.0%","5.4%","25.0%","50.0%","25.0%","12.5%","50.0%","37.5%","50.0%","90.1","12.5","4.2%","107.3","33.3%","25.9%","31.3%","16271"
"Danny Santana","TEX","28","474","81","28","81","21",".283","4.9%","29.5%","24.7%","40.2%","35.1%","6.1%","7.6%","0.0%","7.6","41.9%","74.2%","55.6%","58.2%","81.8%","71.5%","42.3%","62.4%","15.8%","42.1%","32.0%","25.9%","12.8%","42.1%","45.1%","39.9%","91.4","13.4","8.8%","113.1","43.5%","12.7%","28.5%","10322"
"Tommy La Stella","LAA","30","292","49","16","44","0",".295","6.2%","8.7%","21.4%","45.4%","33.2%","10.3%","2.5%","50.0%","1.8","26.0%","58.7%","41.7%","82.2%","93.5%","89.9%","48.1%","62.0%","4.2%","39.8%","33.7%","26.5%","14.4%","42.4%","43.2%","19.9%","88.2","13.2","4.8%","105.9","30.7%","21.3%","25.6%","12371"
