"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Josh Donaldson","MIN","35","457","73","26","72","0",".247","13.6%","21.0%","17.1%","43.0%","39.9%","12.9%","4.6%","0.0%","1.3","26.3%","71.5%","45.1%","61.5%","81.5%","74.8%","41.7%","57.6%","11.4%","47.9%","31.6%","20.5%","12.3%","47.6%","40.2%","39.4%","94.1","14.6","17.4%","114.7","52.7%","14.9%","26.3%","5038"
"Delino DeShields","CIN","28","47","4","1","6","2",".255","15.5%","19.0%","16.7%","44.4%","38.9%","0.0%","18.8%","0.0%","3.0","16.3%","70.6%","40.6%","72.7%","80.5%","78.8%","44.7%","50.0%","8.6%","36.8%","50.0%","13.2%","13.2%","52.6%","34.2%","36.2%","88.2","13.0","7.9%","103.3","39.5%","18.4%","27.0%","11379"
"Evan Longoria","SFG","35","253","45","13","46","1",".261","12.0%","23.4%","18.7%","41.2%","40.1%","6.7%","7.8%","0.0%","2.5","22.5%","67.5%","42.3%","61.4%","82.8%","76.5%","44.2%","62.5%","10.0%","38.5%","36.9%","24.6%","7.5%","49.2%","43.3%","39.9%","94.1","15.5","13.4%","113.2","54.5%","18.5%","28.5%","9368"
"Gavin Sheets","CHW","25","160","23","11","34","0",".250","8.9%","22.3%","16.5%","45.5%","38.0%","8.7%","0.0%","0.0%","1.2","31.8%","66.3%","46.2%","68.0%","89.3%","80.7%","41.8%","55.9%","8.9%","42.1%","32.2%","25.6%","14.9%","45.5%","39.7%","37.4%","90.4","11.7","9.9%","112.8","44.6%","18.0%","26.9%","19901"
"Josh Bell","WSN","28","498","75","27","88","0",".261","11.4%","17.8%","20.0%","53.5%","26.5%","5.7%","3.3%","0.0%","1.8","27.4%","75.5%","46.7%","64.9%","84.2%","77.4%","40.1%","58.3%","10.5%","39.0%","35.8%","25.3%","12.0%","50.5%","37.5%","34.0%","92.5","4.9","8.8%","115.8","51.5%","13.1%","23.6%","13145"
"Jerad Eickhoff","NYM","30","5","0","0","0","0",".400","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","33.3%","20.0%","0.1","50.0%","77.8%","66.7%","66.7%","100.0%","90.0%","60.0%","87.5%","6.7%","25.0%","50.0%","25.0%","37.5%","62.5%","0.0%","0.0%","51.5","-52.6","0.0%","70.8","0.0%","6.7%","13.3%","12664"
"Tony Kemp","OAK","29","330","54","8","37","8",".279","13.1%","12.8%","23.1%","35.0%","41.9%","7.8%","3.1%","27.3%","5.4","23.5%","64.4%","41.5%","78.3%","90.9%","86.9%","44.1%","58.9%","5.4%","38.9%","42.7%","18.4%","13.2%","60.8%","26.0%","28.0%","86.7","18.4","1.0%","100.6","21.2%","18.8%","24.2%","14894"
"Jonathan Lucroy","- - -","35","19","2","0","3","0",".316","13.0%","17.4%","20.0%","40.0%","40.0%","33.3%","0.0%","0.0%","0.9","28.6%","43.9%","36.1%","58.3%","94.4%","80.0%","49.4%","65.2%","7.2%","50.0%","31.3%","18.8%","12.5%","68.8%","18.8%","30.4%","91.9","21.7","0.0%","104.9","43.8%","28.9%","36.1%","7870"
"Alex De Goti","HOU","26","6","2","0","1","0",".333","14.3%","28.6%","25.0%","25.0%","50.0%","0.0%","0.0%","0.0%","2.6","35.7%","72.7%","52.0%","40.0%","100.0%","76.9%","44.0%","85.7%","12.0%","0.0%","25.0%","75.0%","25.0%","75.0%","0.0%","42.9%","83.3","19.9","0.0%","96.7","25.0%","12.0%","24.0%","19477"
"Manny Machado","SDP","28","564","92","28","106","12",".278","9.8%","15.9%","20.3%","39.0%","40.7%","13.0%","9.2%","0.0%","4.7","32.9%","71.0%","48.0%","63.7%","89.7%","79.0%","39.6%","60.6%","10.1%","42.7%","35.7%","21.6%","15.4%","43.8%","40.8%","30.2%","93.1","14.0","13.3%","119.6","52.0%","15.4%","25.5%","11493"
"Randy Arozarena","TBR","26","529","94","20","69","20",".274","9.3%","28.1%","17.9%","49.0%","33.1%","10.8%","14.0%","0.0%","5.9","28.8%","67.5%","44.0%","58.8%","76.0%","69.2%","39.4%","57.9%","13.6%","41.2%","36.5%","22.3%","18.1%","49.7%","32.1%","40.7%","89.9","7.6","8.2%","112.6","42.0%","17.1%","30.7%","19290"
"Willy Adames","- - -","25","497","77","25","73","5",".262","10.3%","28.1%","22.8%","36.5%","40.6%","5.0%","12.0%","0.0%","3.3","31.6%","73.6%","48.8%","54.2%","79.0%","69.6%","41.1%","61.1%","14.9%","44.4%","32.7%","22.8%","14.0%","48.2%","37.7%","42.9%","89.5","16.8","11.4%","112.5","44.7%","13.9%","28.8%","15986"
"Jorge Polanco","MIN","27","588","97","33","98","11",".269","7.0%","18.3%","23.1%","32.1%","44.8%","8.1%","8.7%","44.4%","4.7","33.4%","71.0%","49.3%","68.8%","89.8%","81.6%","42.2%","59.6%","9.1%","52.7%","28.4%","18.9%","14.1%","52.5%","33.4%","30.4%","89.4","19.3","10.1%","110.0","36.8%","15.5%","24.5%","13152"
"Joey Gallo","- - -","27","498","90","38","77","6",".199","18.0%","34.6%","16.7%","32.6%","50.7%","10.7%","4.4%","70.0%","4.2","22.1%","67.5%","40.2%","43.8%","72.7%","63.1%","39.9%","54.1%","14.8%","44.8%","32.9%","22.4%","15.0%","47.2%","37.8%","58.8%","91.5","22.7","18.5%","115.1","45.5%","15.8%","30.6%","14128"
"Wander Franco","TBR","20","281","53","7","39","2",".288","7.8%","12.0%","20.4%","45.3%","34.3%","8.3%","9.9%","0.0%","6.0","32.5%","74.1%","49.4%","75.5%","91.0%","84.9%","40.7%","59.7%","7.4%","35.9%","39.6%","24.5%","16.3%","54.7%","29.0%","22.1%","88.2","9.7","4.9%","109.6","37.6%","14.3%","21.7%","23667"
"Yoan Moncada","CHW","26","520","74","14","61","3",".263","13.6%","25.5%","26.6%","43.8%","29.6%","8.3%","6.3%","0.0%","2.8","27.2%","65.5%","42.6%","57.6%","84.4%","74.1%","40.2%","55.5%","11.0%","38.4%","35.3%","26.3%","14.5%","44.9%","40.5%","41.4%","90.1","11.3","8.2%","113.8","40.5%","17.7%","28.7%","17232"
"Jason Castro","HOU","34","149","22","8","21","0",".235","14.0%","30.2%","27.4%","36.8%","35.8%","5.9%","11.4%","0.0%","1.2","22.6%","61.4%","39.6%","53.1%","73.4%","66.9%","43.7%","58.1%","13.1%","43.3%","29.9%","26.8%","11.3%","51.5%","37.1%","48.6%","90.5","14.5","14.4%","108.9","41.2%","18.3%","31.3%","8722"
"Michael Brantley","HOU","34","469","68","8","47","1",".311","6.5%","10.4%","26.2%","45.9%","27.9%","7.8%","3.7%","100.0%","3.4","28.7%","67.2%","45.5%","83.1%","93.8%","90.0%","43.7%","63.2%","4.6%","36.5%","36.7%","26.9%","13.7%","51.8%","34.5%","18.5%","89.5","9.9","5.8%","109.4","42.9%","19.1%","23.7%","4106"
"Patrick Wisdom","CHC","29","338","54","28","61","4",".231","8.5%","40.8%","19.5%","31.4%","49.2%","9.9%","6.9%","0.0%","3.5","33.2%","77.1%","50.0%","47.0%","71.7%","61.6%","38.3%","57.6%","19.2%","56.8%","28.1%","15.1%","14.6%","40.0%","45.4%","56.8%","91.2","19.1","16.1%","114.2","51.1%","12.6%","31.8%","13602"
"Nelson Cruz","- - -","40","513","79","32","86","3",".265","8.7%","21.6%","18.4%","42.9%","38.6%","12.4%","5.3%","0.0%","3.3","35.1%","74.9%","50.9%","58.6%","81.5%","71.9%","39.7%","63.0%","14.3%","41.4%","33.8%","24.7%","16.2%","45.7%","38.1%","35.8%","92.9","11.8","13.5%","117.5","52.0%","12.1%","26.4%","2434"
"Tyler Stephenson","CIN","24","350","56","10","45","0",".286","10.2%","18.7%","25.4%","49.6%","25.0%","5.7%","10.1%","0.0%","1.7","24.5%","63.7%","40.4%","68.7%","91.4%","83.2%","40.5%","62.4%","6.8%","33.6%","31.4%","35.0%","12.1%","58.2%","29.6%","31.3%","88.4","7.4","5.4%","106.6","38.2%","19.6%","26.4%","17988"
"Thairo Estrada","SFG","25","121","19","7","22","1",".273","6.8%","17.4%","16.7%","51.0%","32.3%","16.1%","8.2%","50.0%","3.4","30.0%","68.2%","46.1%","68.5%","91.2%","82.7%","42.2%","57.6%","8.0%","45.9%","32.7%","21.4%","20.4%","54.1%","25.5%","29.5%","86.6","6.7","7.1%","106.3","34.7%","15.2%","23.2%","16426"
"Jose Alvarez","SFG","32","2","1","0","0","0",".000","40.0%","40.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","2.6","7.1%","0.0%","4.0%","100.0%","","100.0%","44.0%","40.0%","0.0%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","80.0%","","","0.0%","","0.0%","44.0%","44.0%","5358"
