"Name","Team","Age","W","SO","ERA","WHIP","K/9","BB/9","H/9","HR/9","BABIP","LOB%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Start-IP","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","HardHit%","maxEV","CStr%","CSW%","IP","playerid"
"Luis Perdomo","SDP","24","8","118","4.67","1.51","6.49","3.57","10.01","0.93",".325","68.3%","17.2%","61.8%","21.0%","7.3%","7.2%","28.6%","163.2","62.7%","94.2","31.5%","84.5","","","","","5.8%","87.5","","","","","0.4%","","29.0%","64.1%","44.5%","61.9%","90.7%","80.2%","44.1%","61.3%","8.8%","16.5%","9.1%","39.6%","41.5%","18.9%","18.1%","50.3%","31.6%","27.9%","88.0","1.1","4.2%","36.2%","112.8","17.1%","25.9%","163.2","14682"
"Kevin Gausman","BAL","26","11","179","4.68","1.49","8.63","3.42","10.03","1.40",".336","76.0%","22.1%","42.7%","35.2%","9.7%","6.3%","25.0%","186.2","64.4%","95.0","14.0%","83.2","","","1.4%","79.2","1.9%","85.1","18.3%","85.1","","","0.0%","","30.0%","66.7%","46.2%","62.7%","84.2%","76.4%","44.2%","60.2%","10.9%","21.9%","8.7%","33.3%","37.6%","29.1%","18.2%","49.6%","32.3%","34.2%","87.7","11.8","7.1%","33.5%","119.4","16.6%","27.5%","186.2","14107"
"Miguel Diaz","SDP","22","0","7","4.70","1.57","8.22","5.87","8.22","2.35",".238","87.0%","18.2%","45.5%","36.4%","12.5%","10.0%","0.0%","7.2","78.1%","96.0","11.0%","81.6","","","5.8%","77.6","5.2%","88.1","","","","","","","27.0%","69.1%","41.9%","66.7%","94.7%","83.1%","35.5%","48.6%","7.1%","20.0%","14.3%","39.1%","34.8%","26.1%","21.7%","47.8%","30.4%","40.0%","87.3","10.6","8.7%","26.1%","106.8","16.1%","23.2%","7.2","18815"
"Jerad Eickhoff","PHI","26","4","118","4.71","1.52","8.30","3.73","9.98","1.12",".328","70.9%","22.3%","37.6%","40.2%","7.6%","8.2%","33.3%","128.0","50.2%","90.4","16.5%","84.7","","","32.6%","76.3","0.7%","80.9","","","","","0.7%","","25.9%","65.2%","44.3%","64.1%","87.4%","80.1%","46.7%","57.1%","8.8%","20.5%","9.2%","46.5%","33.5%","20.0%","15.3%","52.5%","32.3%","32.5%","89.0","15.4","5.5%","34.3%","115.1","17.7%","26.5%","128.0","12664"
"Doug Fister","BOS","33","5","79","4.71","1.36","8.46","3.64","8.57","0.96",".300","64.2%","20.2%","52.1%","27.7%","7.5%","3.2%","75.0%","84.0","58.8%","89.8","16.7%","85.2","","","17.4%","73.4","7.1%","82.7","","","","","0.4%","","30.0%","55.8%","41.3%","70.6%","89.0%","81.4%","43.8%","60.2%","7.7%","21.8%","9.4%","43.1%","33.7%","23.2%","18.3%","47.6%","34.1%","33.7%","87.1","6.9","3.3%","36.6%","113.2","21.1%","28.7%","84.0","9425"
"Austin Bibens-Dirkx","TEX","32","2","15","4.72","1.19","3.93","2.36","8.39","2.62",".206","85.7%","18.8%","41.9%","39.3%","10.9%","2.0%","0.0%","34.1","39.5%","90.3","6.8%","79.6","31.3%","87.0","6.4%","79.3","16.0%","84.9","","","","","","","27.0%","67.3%","45.4%","72.5%","85.6%","81.4%","45.6%","66.2%","8.5%","10.6%","6.3%","52.1%","31.6%","16.2%","17.1%","47.0%","35.9%","23.9%","86.2","13.5","8.5%","29.9%","111.3","14.7%","23.2%","34.1","9559"
"Reynaldo Lopez","CHW","23","3","30","4.72","1.32","5.66","2.64","9.25","1.32",".271","64.6%","21.6%","30.2%","48.1%","15.4%","4.1%","0.0%","47.2","61.1%","94.5","2.2%","86.3","","","12.9%","78.0","23.7%","83.3","","","","","","","30.8%","70.8%","49.9%","76.4%","84.6%","82.0%","47.8%","60.9%","9.0%","14.5%","6.8%","35.8%","29.6%","34.6%","17.9%","54.3%","27.8%","24.6%","87.1","21.0","4.9%","27.2%","109.9","14.2%","23.2%","47.2","16400"
"Mike Foltynewicz","ATL","25","10","139","4.74","1.48","8.23","3.49","9.83","1.13",".322","72.5%","24.5%","39.4%","36.1%","7.2%","4.9%","0.0%","152.0","61.1%","95.3","20.9%","86.1","","","12.5%","79.7","5.4%","86.2","","","","","0.3%","","27.8%","67.3%","44.5%","70.0%","84.4%","79.2%","42.3%","62.1%","9.2%","20.4%","8.6%","34.5%","41.7%","23.8%","15.8%","56.4%","27.8%","31.8%","88.4","13.6","4.8%","32.8%","112.8","17.2%","26.5%","152.0","10811"
"Erasmo Ramirez","- - -","27","4","86","4.74","1.27","7.69","2.24","9.21","1.70",".286","68.7%","20.0%","39.0%","41.0%","3.9%","5.8%","33.3%","100.2","45.0%","91.6","8.7%","83.6","25.4%","88.5","0.4%","77.0","20.4%","83.6","","","","","0.4%","","32.6%","69.4%","49.3%","68.1%","85.5%","79.2%","45.3%","62.0%","10.3%","20.2%","5.9%","41.5%","36.7%","21.7%","12.1%","49.2%","38.7%","30.5%","88.8","13.6","7.0%","36.4%","116.3","16.5%","26.7%","100.2","10314"
"Masahiro Tanaka","NYY","28","13","194","4.74","1.24","9.79","2.07","9.08","1.77",".305","71.5%","18.2%","49.2%","32.6%","12.1%","6.4%","33.3%","178.1","27.7%","92.2","30.5%","84.7","9.5%","89.7","6.0%","77.0","","","26.3%","87.8","","","0.1%","","37.8%","69.0%","50.9%","52.8%","83.6%","70.3%","42.0%","64.6%","15.1%","25.8%","5.5%","45.8%","36.7%","17.5%","19.4%","49.1%","31.4%","35.9%","88.0","8.8","8.2%","35.9%","110.3","15.5%","30.6%","178.1","15764"
"Tyler Chatwood","COL","27","8","109","4.75","1.45","7.20","4.69","8.38","1.25",".283","72.7%","21.0%","57.2%","21.8%","3.5%","2.2%","10.0%","136.1","64.5%","94.6","","","20.1%","89.4","10.5%","79.1","5.0%","87.4","","","","","0.2%","","26.0%","67.3%","43.1%","59.1%","88.0%","77.9%","41.5%","53.3%","9.5%","18.7%","12.2%","37.8%","38.5%","23.8%","21.0%","49.8%","29.3%","34.2%","86.4","1.6","5.3%","32.3%","114.1","14.6%","24.2%","136.1","4338"
"Seth Lugo","NYM","27","7","82","4.76","1.38","7.51","2.20","10.25","1.10",".329","67.7%","24.4%","41.8%","33.8%","10.5%","7.7%","20.0%","98.1","55.9%","91.1","14.5%","85.6","1.4%","89.3","17.4%","76.3","10.8%","84.4","","","","","0.3%","","30.2%","65.9%","46.6%","71.4%","87.2%","81.7%","46.1%","59.9%","8.5%","19.3%","5.7%","40.2%","38.0%","21.8%","19.0%","46.5%","34.5%","27.8%","87.2","12.3","5.4%","35.4%","110.0","17.9%","26.4%","98.1","12447"
"Jacob Turner","WSN","26","0","7","4.76","1.32","5.56","3.18","8.74","1.59",".265","75.8%","17.1%","51.4%","31.4%","0.0%","0.0%","0.0%","11.1","68.6%","94.7","9.9%","86.3","","","15.1%","79.5","6.4%","87.8","","","","","0.6%","","25.3%","62.9%","44.8%","81.0%","92.9%","89.6%","51.7%","54.2%","4.6%","14.6%","8.3%","44.4%","33.3%","22.2%","11.1%","52.8%","36.1%","27.1%","88.5","7.0","2.8%","38.9%","103.9","15.6%","20.2%","11.1","10185"
"Scott Feldman","CIN","34","7","93","4.77","1.36","7.52","2.83","9.38","1.70",".300","74.5%","27.1%","42.8%","30.2%","9.2%","2.2%","25.0%","111.1","33.4%","89.5","","","36.1%","88.2","26.5%","75.4","","","3.9%","81.7","","","0.4%","","26.0%","63.2%","43.3%","67.5%","87.0%","80.8%","46.6%","60.8%","8.3%","19.7%","7.4%","39.5%","33.2%","27.3%","20.5%","46.6%","32.9%","31.6%","85.8","11.4","7.7%","27.8%","113.3","18.8%","27.1%","111.1","6283"
"Clayton Richard","SDP","33","8","151","4.79","1.52","6.89","2.69","10.95","1.09",".351","70.6%","21.0%","59.2%","19.7%","5.6%","6.5%","25.0%","197.1","68.7%","90.7","18.8%","81.2","1.4%","86.3","","","11.1%","83.9","","","","","0.8%","","31.6%","67.7%","47.4%","69.1%","89.6%","81.9%","43.7%","62.5%","8.6%","17.6%","6.9%","40.3%","35.8%","23.9%","17.3%","47.7%","35.0%","27.3%","87.4","1.8","4.2%","33.4%","116.0","17.0%","25.6%","197.1","3551"
"Ty Blach","SFG","26","8","70","4.81","1.36","4.21","2.10","10.10","1.02",".295","66.4%","21.2%","47.2%","31.6%","6.8%","4.5%","13.3%","149.2","59.7%","90.0","4.9%","79.3","","","11.4%","76.3","23.9%","80.2","","","","","0.3%","","25.3%","66.6%","45.4%","76.4%","89.7%","85.9%","48.5%","61.9%","6.4%","11.1%","5.5%","38.6%","33.3%","28.0%","18.2%","49.8%","32.0%","19.3%","87.1","9.5","4.4%","33.5%","111.7","18.2%","24.6%","149.2","14361"
"Brandon Woodruff","MIL","24","2","32","4.81","1.33","6.70","2.93","9.00","1.05",".292","69.8%","18.8%","47.4%","33.8%","8.9%","3.2%","0.0%","43.0","60.3%","94.3","26.8%","85.9","","","","","12.8%","84.7","","","","","0.6%","","34.9%","70.8%","50.8%","74.1%","88.0%","82.7%","44.4%","62.0%","8.8%","17.4%","7.6%","32.6%","36.3%","31.1%","25.9%","45.2%","28.9%","27.7%","83.4","9.7","3.7%","28.9%","111.2","15.2%","24.0%","43.0","16162"
"Martin Perez","TEX","26","13","115","4.82","1.54","5.59","3.06","10.75","1.12",".328","70.6%","24.8%","47.3%","27.9%","7.5%","9.9%","28.6%","185.0","58.7%","93.1","9.7%","84.4","","","11.2%","79.3","20.4%","84.7","","","","","0.2%","","32.1%","64.1%","44.8%","74.6%","90.6%","83.7%","39.7%","59.3%","7.3%","14.2%","7.8%","39.4%","34.9%","25.7%","15.2%","51.5%","33.3%","24.8%","87.1","9.8","5.1%","32.5%","115.2","16.7%","24.0%","185.0","6902"
"Ariel Miranda","SEA","28","8","135","4.90","1.25","7.69","3.53","7.75","1.99",".235","74.7%","16.3%","31.4%","52.3%","14.3%","7.0%","55.6%","158.0","57.8%","92.0","5.3%","82.1","","","","","16.4%","83.6","20.5%","80.6","","","0.2%","","25.5%","71.7%","47.3%","62.4%","83.5%","77.5%","47.3%","61.1%","10.6%","20.3%","9.3%","41.2%","31.3%","27.6%","21.6%","47.2%","31.3%","34.8%","87.9","20.9","8.6%","34.1%","114.6","14.9%","25.6%","158.0","17526"
"Luiz Gohara","ATL","20","1","31","4.91","1.36","9.51","2.45","9.82","0.61",".366","61.8%","20.7%","35.4%","43.9%","13.9%","13.8%","0.0%","29.1","56.9%","96.3","32.4%","83.7","","","","","10.6%","87.9","","","","","","","29.8%","70.5%","51.9%","50.8%","82.4%","74.1%","54.2%","61.8%","13.4%","25.2%","6.5%","34.5%","40.5%","25.0%","20.2%","48.8%","31.0%","33.3%","89.9","16.3","6.0%","41.7%","113.3","16.0%","29.4%","29.1","15166"
"Ricky Nolasco","LAA","34","6","143","4.92","1.45","7.11","2.88","10.19","1.74",".310","75.6%","20.8%","40.1%","39.1%","8.0%","8.3%","33.3%","181.0","48.4%","90.9","27.4%","81.1","","","9.3%","73.7","","","15.0%","81.0","","","0.4%","","29.5%","70.7%","45.6%","62.2%","84.9%","76.0%","39.1%","60.2%","11.0%","18.2%","7.4%","47.6%","30.8%","21.6%","15.1%","47.3%","37.6%","30.0%","90.0","14.6","8.1%","40.1%","114.0","15.4%","26.4%","181.0","3830"
"Tyler Pill","NYM","27","0","14","4.96","1.53","7.71","3.31","10.47","1.10",".327","60.3%","31.4%","45.1%","23.5%","0.0%","8.7%","0.0%","16.1","51.7%","88.9","20.8%","82.7","0.3%","87.0","10.4%","75.5","16.8%","79.8","","","","","2.0%","","23.4%","67.9%","43.0%","79.5%","86.5%","84.4%","44.0%","57.3%","6.7%","18.7%","8.0%","48.1%","27.8%","24.1%","29.6%","38.9%","31.5%","29.3%","86.2","10.2","3.7%","35.2%","108.5","18.1%","24.8%","16.1","12751"
"Josh Tomlin","CLE","32","10","109","4.98","1.28","6.96","0.89","10.60","1.47",".329","68.5%","23.2%","39.6%","37.2%","7.1%","5.0%","50.0%","141.0","35.7%","87.7","","","35.0%","85.5","24.1%","74.4","5.3%","83.2","","","","","","","32.4%","67.0%","48.5%","70.0%","89.7%","82.6%","46.4%","68.5%","8.4%","18.6%","2.4%","43.9%","38.0%","18.1%","14.0%","49.8%","36.2%","25.0%","88.5","13.7","6.8%","36.2%","113.8","19.0%","27.4%","141.0","9388"
"Marco Estrada","TOR","33","10","176","4.98","1.38","8.52","3.44","9.00","1.50",".295","71.9%","19.4%","30.3%","50.3%","16.6%","4.8%","80.0%","186.0","53.7%","89.9","","","6.7%","86.6","7.7%","77.6","31.9%","77.6","","","","","","","30.6%","71.2%","49.0%","71.4%","81.1%","77.8%","45.3%","58.7%","10.9%","21.8%","8.8%","42.4%","28.6%","29.0%","21.4%","51.4%","27.2%","34.5%","87.0","21.8","6.1%","30.3%","113.6","15.4%","26.3%","186.0","1118"
"Joe Ross","WSN","24","5","68","5.01","1.47","8.31","2.44","10.75","1.95",".330","75.1%","24.6%","37.5%","37.9%","8.2%","3.6%","11.1%","73.2","54.7%","91.4","34.1%","85.2","","","3.0%","80.3","8.1%","84.9","","","","","0.7%","","32.1%","64.7%","47.0%","69.4%","84.0%","78.6%","45.8%","63.8%","10.0%","21.1%","6.2%","37.8%","33.9%","28.3%","19.3%","43.8%","36.9%","32.2%","87.9","13.6","7.3%","35.9%","115.0","19.0%","29.1%","73.2","12972"
"Hector Velazquez","BOS","28","0","11","5.02","1.47","6.91","2.51","10.67","2.51",".317","84.4%","26.7%","35.6%","37.8%","5.9%","12.5%","0.0%","14.1","65.6%","89.4","5.0%","79.9","","","8.7%","76.8","","","20.7%","83.5","","","","","32.0%","72.4%","51.5%","75.0%","91.7%","86.3%","48.1%","61.7%","7.1%","18.3%","6.7%","40.0%","42.2%","17.8%","11.1%","51.1%","37.8%","31.7%","88.7","12.3","8.9%","40.0%","106.4","16.2%","23.2%","14.1","19341"
"Antonio Senzatela","COL","22","10","79","5.03","1.39","6.41","3.16","9.32","1.46",".292","70.8%","22.9%","48.7%","28.4%","6.1%","4.2%","0.0%","111.0","72.5%","94.3","21.5%","82.8","","","2.1%","77.7","3.9%","84.9","","","","","0.3%","","22.0%","63.6%","43.4%","67.0%","90.4%","84.7%","51.5%","62.7%","6.6%","16.7%","8.3%","40.6%","34.3%","25.1%","17.1%","52.0%","30.9%","28.8%","88.1","7.7","6.0%","35.1%","112.4","18.3%","25.0%","111.0","15488"
"Chad Bettis","COL","28","2","30","5.05","1.36","5.83","2.14","10.10","1.55",".293","70.1%","19.0%","48.4%","32.7%","4.0%","5.4%","0.0%","46.1","50.5%","90.2","","","6.9%","84.9","15.5%","74.9","27.0%","85.3","","","","","","","31.6%","66.5%","47.1%","63.6%","90.4%","80.4%","44.6%","60.0%","9.2%","15.0%","5.5%","45.6%","29.1%","25.3%","18.4%","53.2%","28.5%","24.5%","85.4","8.3","3.8%","27.8%","108.3","16.4%","25.7%","46.1","10587"
"Matt Cain","SFG","32","3","73","5.05","1.61","5.51","3.32","11.16","1.21",".326","68.0%","24.1%","41.8%","34.1%","9.3%","5.8%","11.1%","119.1","53.5%","89.2","8.6%","82.7","2.8%","88.5","22.3%","74.4","12.8%","83.0","","","","","1.0%","","24.7%","62.6%","42.8%","81.3%","92.2%","88.9%","47.9%","63.6%","4.7%","13.5%","8.2%","44.3%","36.4%","19.3%","16.7%","51.7%","31.7%","24.7%","88.5","12.4","5.0%","35.4%","112.4","19.5%","24.2%","119.1","4732"
"Matt Garza","MIL","33","6","77","5.06","1.47","6.19","3.62","9.64","1.37",".290","66.1%","21.8%","40.5%","37.7%","11.1%","4.8%","28.6%","112.0","60.7%","91.9","22.3%","82.5","","","10.3%","73.9","6.8%","84.1","","","","","0.8%","","31.9%","69.4%","47.2%","71.1%","90.8%","82.9%","40.7%","59.6%","8.1%","15.6%","9.1%","38.7%","31.7%","29.6%","16.4%","50.3%","33.3%","28.1%","86.7","14.4","4.6%","32.0%","115.3","14.9%","23.0%","112.0","3340"
"Kyle Gibson","MIN","29","12","121","5.07","1.53","6.89","3.42","10.37","1.37",".328","72.3%","23.1%","50.8%","26.1%","5.3%","4.7%","50.0%","158.0","57.9%","92.0","17.8%","84.0","","","9.9%","79.5","14.4%","84.0","","","","","","","31.2%","67.0%","45.6%","61.8%","89.2%","78.0%","40.1%","59.5%","10.0%","17.5%","8.7%","45.3%","37.2%","17.6%","15.4%","48.8%","35.8%","29.6%","88.5","6.7","6.5%","37.5%","115.4","15.7%","25.7%","158.0","10123"
"Edwin Jackson","WSN","33","5","58","5.07","1.41","7.35","3.17","9.51","2.28",".273","72.2%","15.4%","38.0%","46.6%","14.6%","6.0%","83.3%","71.0","48.8%","93.6","24.8%","86.9","11.3%","91.7","8.5%","78.9","6.5%","87.4","","","","","0.7%","","27.1%","67.4%","46.1%","57.3%","87.3%","78.0%","47.1%","55.5%","10.1%","18.7%","8.1%","40.5%","37.4%","22.0%","22.5%","46.3%","31.3%","32.6%","87.1","17.6","7.9%","32.2%","112.8","14.8%","25.0%","71.0","1841"
"Rafael Montero","NYM","26","5","89","5.08","1.65","8.37","4.52","10.35","0.85",".358","71.8%","19.6%","48.0%","32.4%","14.3%","11.1%","20.0%","95.2","54.6%","93.7","25.7%","83.8","","","","","19.7%","88.1","","","","","0.6%","","32.3%","63.6%","45.3%","67.6%","84.2%","77.3%","41.5%","65.4%","10.3%","20.6%","11.1%","37.1%","35.7%","27.1%","23.0%","52.6%","24.4%","33.7%","83.6","10.3","2.4%","23.4%","109.5","16.6%","26.9%","95.2","12760"
"Tyler Anderson","COL","27","5","74","5.11","1.37","8.22","2.78","9.56","1.78",".308","71.7%","23.4%","43.0%","33.6%","13.9%","7.9%","25.0%","81.0","48.4%","91.9","","","21.7%","87.4","","","29.8%","82.9","","","","","","","29.3%","69.4%","49.7%","60.2%","82.8%","76.2%","50.7%","64.5%","11.8%","21.5%","7.3%","38.7%","37.0%","24.3%","24.3%","44.0%","31.7%","33.4%","85.8","10.7","6.6%","30.0%","113.7","16.0%","27.8%","81.0","12880"
"Adam Wainwright","STL","35","12","96","5.12","1.49","7.12","3.26","10.16","1.04",".325","68.5%","24.8%","47.8%","27.4%","10.4%","5.4%","40.0%","121.1","46.4%","89.7","","","24.3%","84.4","26.6%","72.4","2.8%","81.5","","","","","0.8%","","28.2%","63.7%","43.7%","70.8%","90.0%","83.1%","43.8%","59.6%","7.4%","17.9%","8.2%","41.6%","31.4%","27.0%","19.9%","49.7%","30.4%","28.7%","86.7","8.2","4.1%","33.4%","113.2","18.4%","25.8%","121.1","2233"
"Vince Velasquez","PHI","25","2","68","5.13","1.50","8.50","4.25","9.25","1.88",".303","74.4%","22.7%","42.5%","34.8%","9.7%","1.1%","0.0%","72.0","68.0%","93.9","7.1%","84.6","","","14.7%","80.8","10.2%","87.7","","","","","0.1%","","27.9%","67.5%","48.2%","67.1%","86.6%","81.0%","51.2%","63.8%","9.1%","21.6%","10.8%","42.9%","31.0%","26.2%","15.2%","46.7%","38.1%","37.1%","89.4","13.0","6.7%","41.4%","115.1","16.5%","25.6%","72.0","11189"
"Mike Fiers","HOU","32","8","146","5.14","1.42","8.63","3.60","9.16","1.89",".297","73.8%","19.7%","42.8%","37.5%","7.3%","6.4%","42.9%","152.1","47.8%","89.7","5.1%","82.0","9.5%","87.2","19.3%","73.9","18.4%","82.5","","","","","","","30.0%","64.4%","45.9%","69.5%","86.0%","80.2%","46.0%","60.1%","9.1%","21.9%","9.2%","45.7%","31.8%","22.5%","20.3%","49.8%","30.0%","35.9%","86.4","13.0","7.2%","32.5%","112.7","17.2%","26.3%","152.1","7754"
"Nick Tepesch","- - -","28","1","9","5.17","1.98","5.17","5.17","12.64","3.45",".302","74.2%","17.5%","36.8%","45.6%","11.5%","4.8%","0.0%","15.2","58.0%","88.9","","","20.0%","84.0","18.7%","78.4","3.3%","85.6","","","","","1.3%","","31.1%","63.2%","43.7%","75.4%","93.2%","85.5%","39.0%","56.3%","6.3%","11.3%","11.3%","32.2%","42.4%","25.4%","20.3%","39.0%","40.7%","30.0%","88.8","14.3","13.6%","44.1%","107.8","16.3%","22.7%","15.2","11716"
"Dillon Peters","MIA","24","1","27","5.17","1.63","7.76","5.46","9.19","0.86",".330","71.7%","15.6%","63.3%","21.1%","10.5%","1.8%","0.0%","31.1","49.9%","91.4","","","","","37.4%","78.6","12.7%","84.0","","","","","0.8%","","24.6%","66.2%","43.4%","62.9%","85.2%","78.2%","45.1%","58.3%","9.4%","19.4%","13.7%","44.0%","38.5%","17.6%","22.0%","57.1%","20.9%","35.3%","89.6","0.9","5.5%","40.7%","112.8","16.0%","25.4%","31.1","18790"
"Mark Leiter Jr.","PHI","26","3","55","5.19","1.37","8.16","2.23","10.09","2.08",".307","67.3%","19.7%","45.7%","34.6%","7.7%","5.8%","50.0%","60.2","55.9%","90.9","2.8%","82.7","3.1%","88.8","10.0%","72.4","10.3%","82.6","18.0%","84.7","","","","","26.4%","64.7%","44.8%","66.9%","87.0%","80.8%","48.0%","61.1%","8.6%","20.8%","5.7%","45.8%","32.1%","22.1%","17.9%","52.1%","30.0%","31.7%","86.8","9.8","7.9%","33.7%","112.2","17.8%","26.3%","60.2","15551"
"Junior Guerra","MIL","32","1","55","5.20","1.55","7.73","5.77","8.16","2.25",".241","76.9%","23.5%","33.2%","43.3%","9.9%","6.5%","66.7%","64.0","66.2%","91.8","16.5%","81.4","","","","","","","17.3%","84.0","","","","","28.4%","66.7%","43.2%","61.6%","86.6%","76.5%","38.5%","54.1%","10.2%","19.0%","14.1%","39.5%","34.7%","25.8%","18.9%","47.4%","33.7%","38.6%","88.3","19.4","8.4%","35.8%","111.3","14.4%","24.5%","64.0","5702"
"Zack Wheeler","NYM","27","3","81","5.21","1.59","8.44","4.17","10.11","1.56",".332","73.1%","22.6%","47.5%","30.0%","6.5%","7.4%","40.0%","86.1","61.8%","94.6","20.2%","87.9","","","13.5%","78.8","4.5%","88.1","","","","","0.3%","","24.8%","69.1%","46.1%","65.2%","86.1%","80.3%","48.1%","60.9%","9.1%","21.0%","10.4%","37.4%","36.3%","26.3%","18.3%","48.9%","32.8%","35.2%","87.6","8.7","6.9%","35.5%","113.0","16.6%","25.7%","86.1","10310"
"Daniel Norris","DET","24","5","82","5.23","1.61","7.80","3.80","10.65","1.05",".346","68.8%","21.8%","39.6%","38.6%","5.2%","9.3%","50.0%","94.2","54.3%","93.2","22.6%","87.4","","","9.9%","77.5","13.2%","86.2","","","","","0.7%","","25.8%","64.9%","43.6%","59.0%","87.8%","78.5%","45.5%","54.7%","9.4%","19.2%","9.3%","43.0%","34.4%","22.5%","16.2%","41.7%","42.1%","31.1%","89.4","13.8","6.6%","38.3%","114.9","16.2%","25.6%","94.2","13475"
"James Shields","CHW","35","5","103","5.23","1.44","7.92","4.08","8.92","2.08",".270","74.5%","18.3%","38.2%","43.5%","7.1%","5.9%","0.0%","117.0","38.5%","90.0","","","25.8%","85.9","24.7%","76.4","11.0%","82.5","","","","","0.4%","","27.7%","67.0%","44.3%","62.5%","85.1%","77.0%","42.3%","57.9%","10.2%","20.0%","10.3%","43.4%","36.7%","19.9%","19.3%","47.3%","33.3%","35.5%","87.7","15.0","8.1%","37.3%","112.9","16.7%","26.9%","117.0","7059"
"Justin Nicolino","MIA","25","2","19","5.23","1.84","5.23","3.58","12.95","1.38",".353","68.5%","28.9%","46.3%","24.8%","3.3%","8.9%","0.0%","32.2","54.2%","90.5","","","10.3%","87.7","16.8%","76.9","18.8%","82.9","","","","","2.1%","","30.3%","61.5%","45.7%","82.8%","88.9%","86.8%","49.2%","61.1%","6.0%","12.1%","8.3%","34.7%","37.9%","27.4%","12.9%","54.8%","32.3%","23.6%","88.2","7.0","4.8%","33.1%","114.5","19.6%","25.7%","32.2","11754"
"Jesse Chavez","LAA","33","5","86","5.24","1.41","6.83","3.18","9.53","1.91",".289","74.0%","22.2%","39.9%","37.9%","5.9%","3.5%","0.0%","113.1","32.6%","91.9","14.1%","84.0","28.2%","90.3","9.0%","76.1","16.1%","85.2","","","","","0.4%","","25.5%","70.8%","44.1%","73.9%","87.2%","82.7%","41.0%","62.2%","7.6%","17.8%","8.3%","36.5%","35.4%","28.1%","14.9%","48.6%","36.5%","31.0%","88.7","12.7","7.0%","39.9%","112.2","17.6%","25.2%","113.1","5448"
"Matthew Boyd","DET","26","6","108","5.25","1.55","7.27","3.43","10.50","1.21",".329","68.7%","22.4%","37.9%","39.7%","15.9%","7.4%","33.3%","133.2","50.5%","92.0","11.0%","86.1","","","18.0%","74.7","20.6%","81.0","","","","","0.5%","","30.9%","69.0%","48.5%","71.0%","84.0%","79.5%","46.2%","59.6%","9.9%","18.0%","8.5%","44.4%","30.9%","24.7%","21.1%","44.6%","34.3%","29.5%","86.5","15.8","5.9%","29.5%","115.5","15.2%","25.1%","133.2","15440"
"Andrew Moore","SEA","23","1","23","5.26","1.15","4.03","1.05","9.29","2.28",".238","69.4%","21.7%","27.8%","50.6%","12.1%","2.0%","100.0%","51.1","54.0%","90.7","13.5%","81.5","","","15.9%","75.4","16.6%","81.3","","","","","","","27.1%","73.7%","50.6%","78.3%","87.7%","85.2%","50.3%","64.0%","7.5%","10.9%","2.8%","35.4%","39.8%","24.9%","13.8%","53.6%","32.6%","19.9%","90.8","22.7","6.6%","42.5%","113.7","16.1%","23.6%","51.1","17553"
"Brock Stewart","LAD","25","0","10","5.27","1.90","6.59","7.90","9.22","1.32",".279","56.0%","16.3%","39.5%","44.2%","5.3%","5.9%","50.0%","13.2","63.2%","92.9","12.4%","85.8","","","","","24.4%","82.7","","","","","1.6%","","21.6%","70.2%","45.0%","72.4%","90.8%","86.2%","48.1%","61.2%","6.2%","14.9%","17.9%","42.2%","31.1%","26.7%","24.4%","46.7%","28.9%","35.8%","84.7","13.8","4.4%","31.1%","107.3","16.7%","22.9%","13.2","16727"
"Jeff Hoffman","COL","24","6","71","5.28","1.39","7.07","3.29","9.27","1.30",".294","68.0%","17.5%","42.9%","39.6%","8.1%","5.8%","20.0%","90.1","66.3%","94.5","9.7%","82.8","","","17.4%","76.9","6.5%","86.8","","","","","0.3%","","25.2%","66.5%","45.4%","63.0%","90.5%","82.7%","48.9%","62.6%","7.8%","18.1%","8.4%","35.4%","36.5%","28.1%","18.9%","46.7%","34.4%","29.8%","88.0","10.5","6.0%","35.8%","114.0","18.3%","26.1%","90.1","17432"
"Jason Hammel","KCR","34","8","145","5.29","1.43","7.24","2.40","10.43","1.30",".318","68.4%","20.8%","38.0%","41.2%","7.7%","6.2%","60.0%","180.1","50.1%","92.1","36.8%","84.9","","","9.5%","77.5","3.6%","85.0","","","","","0.2%","","30.5%","66.6%","47.9%","61.6%","89.3%","80.1%","48.1%","62.6%","9.5%","18.0%","6.0%","41.9%","33.1%","25.1%","16.6%","51.8%","31.6%","27.2%","88.2","16.2","6.0%","33.7%","114.5","16.7%","26.2%","180.1","4538"
"Robert Gsellman","NYM","23","8","78","5.29","1.51","6.07","3.19","10.43","1.32",".300","62.2%","21.6%","49.5%","28.9%","7.9%","8.7%","33.3%","115.2","63.1%","92.6","15.4%","88.7","","","11.7%","80.1","9.9%","85.2","","","","","0.6%","","29.6%","70.0%","47.2%","75.9%","89.3%","84.6%","43.6%","64.4%","7.3%","14.6%","7.7%","38.9%","35.2%","25.9%","19.7%","51.0%","29.3%","25.5%","86.1","6.7","4.7%","31.7%","117.0","15.4%","22.7%","115.2","13696"
