"Name","Team","Age","W","SO","ERA","WHIP","K/9","BB/9","H/9","HR/9","BABIP","LOB%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Start-IP","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","HardHit%","maxEV","CStr%","CSW%","IP","playerid"
"Michael Pineda","MIN","30","11","140","4.01","1.16","8.63","1.73","8.69","1.42",".292","74.8%","23.3%","36.1%","40.6%","5.3%","8.6%","33.3%","146.0","55.3%","92.6","29.6%","83.9","","","","","15.1%","87.2","","","","","0.3%","","35.6%","71.8%","52.0%","59.6%","85.7%","75.9%","45.3%","64.3%","12.5%","23.3%","4.7%","40.7%","35.6%","23.7%","12.2%","48.5%","39.3%","31.8%","89.7","16.9","7.0%","36.1%","112.2","15.1%","27.6%","146.0","5372"
"Dinelson Lamet","SDP","26","3","105","4.07","1.26","12.95","3.70","7.64","1.48",".311","73.6%","27.4%","36.3%","36.3%","11.5%","6.6%","40.0%","73.0","54.7%","96.1","43.9%","85.7","","","","","1.5%","92.2","","","","","","","31.5%","65.3%","46.1%","44.3%","85.6%","69.5%","43.1%","60.1%","14.0%","33.5%","9.6%","34.1%","38.2%","27.7%","19.1%","45.1%","35.8%","47.0%","88.2","16.3","7.5%","34.1%","113.3","17.7%","31.7%","73.0","17186"
"Jameson Taillon","PIT","27","2","30","4.10","1.13","7.23","1.93","8.20","0.96",".263","52.1%","23.5%","49.6%","27.0%","9.7%","7.0%","66.7%","37.1","47.1%","94.8","31.8%","88.7","","","15.7%","82.2","5.4%","88.0","","","","","0.9%","","37.1%","67.5%","50.9%","60.7%","87.1%","76.6%","45.5%","67.7%","11.9%","19.0%","5.1%","43.2%","30.5%","26.3%","19.5%","44.9%","35.6%","26.6%","89.0","7.7","3.4%","39.8%","114.4","17.8%","29.7%","37.1","11674"
"Devin Smeltzer","MIN","23","2","22","4.11","1.17","6.46","2.35","8.22","1.17",".264","73.2%","23.7%","35.5%","40.9%","13.2%","0.0%","50.0%","30.2","47.6%","89.0","7.1%","80.3","","","21.7%","76.6","23.7%","82.8","","","","","","","32.2%","70.5%","49.8%","68.4%","89.0%","81.8%","45.8%","65.1%","9.1%","17.5%","6.3%","44.2%","30.5%","25.3%","9.5%","48.4%","42.1%","27.0%","91.3","19.0","6.3%","36.8%","113.2","15.9%","25.0%","30.2","19487"
"Jacob Waguespack","TOR","25","4","50","4.13","1.35","6.89","3.44","8.68","1.24",".281","73.0%","21.9%","40.3%","37.8%","10.5%","11.1%","0.0%","65.1","49.7%","91.5","4.3%","85.6","23.2%","89.1","13.8%","78.5","8.9%","82.9","","","","","","","31.2%","71.5%","48.1%","68.2%","89.7%","81.6%","41.8%","57.9%","8.9%","17.9%","8.9%","44.8%","33.3%","21.9%","17.4%","43.3%","39.3%","30.0%","89.2","15.1","6.0%","39.3%","114.9","14.5%","23.3%","65.1","18318"
"Kenta Maeda","LAD","31","8","147","4.14","1.11","9.66","3.09","6.90","1.25",".249","71.1%","21.2%","40.7%","38.2%","11.7%","6.8%","20.0%","137.0","38.5%","92.1","29.2%","83.5","0.6%","85.6","7.7%","77.2","24.0%","85.0","","","","","0.2%","","33.9%","68.2%","47.9%","57.6%","80.6%","71.0%","40.9%","64.8%","13.9%","26.2%","8.4%","40.7%","34.3%","25.0%","22.0%","45.6%","32.4%","37.9%","86.1","15.3","4.7%","28.8%","112.0","17.1%","31.0%","137.0","18498"
"Jordan Lyles","- - -","28","12","146","4.15","1.32","9.32","3.51","8.36","1.60",".285","75.7%","18.5%","40.3%","41.3%","9.9%","7.6%","28.6%","140.3","51.9%","92.6","9.0%","87.5","0.6%","87.1","31.6%","80.7","6.9%","85.7","","","","","0.4%","","33.0%","67.2%","47.1%","64.1%","88.5%","78.5%","41.3%","63.4%","10.1%","24.4%","9.2%","35.5%","36.0%","28.5%","17.6%","43.8%","38.5%","37.7%","89.9","15.0","7.6%","40.1%","112.7","16.4%","26.6%","141.0","7593"
"Caleb Ferguson","LAD","22","0","3","4.15","1.85","6.23","8.31","8.31","2.08",".231","90.9%","21.4%","42.9%","35.7%","0.0%","0.0%","0.0%","4.1","81.2%","94.1","","","","","18.8%","76.4","","","","","","","","","17.1%","75.0%","47.1%","71.4%","90.9%","87.5%","51.8%","71.4%","5.9%","14.3%","19.0%","57.1%","28.6%","14.3%","7.1%","42.9%","50.0%","38.1%","91.7","9.3","7.1%","42.9%","109.7","16.5%","22.4%","4.1","19349"
"Daniel Ponce de Leon","STL","27","0","31","4.15","1.36","8.05","4.93","7.27","1.04",".258","73.7%","18.8%","46.9%","34.4%","12.1%","6.7%","0.0%","34.2","70.2%","93.1","","","15.1%","89.1","8.9%","77.8","5.9%","83.3","","","","","1.2%","","32.7%","74.4%","48.9%","73.6%","85.5%","80.6%","38.8%","54.4%","9.5%","20.8%","12.8%","35.1%","38.1%","26.8%","14.4%","48.5%","37.1%","36.2%","88.6","14.6","4.1%","27.8%","109.1","13.8%","23.3%","34.2","16110"
"Max Fried","ATL","25","17","168","4.15","1.35","9.43","2.47","9.71","1.18",".342","73.7%","24.1%","53.2%","22.8%","6.7%","7.0%","12.5%","160.1","56.9%","93.8","15.9%","83.8","","","24.7%","74.6","2.4%","84.8","","","","","0.5%","","32.0%","67.4%","46.9%","59.5%","86.2%","75.6%","42.0%","64.1%","11.4%","24.6%","6.4%","39.8%","32.0%","28.2%","17.4%","44.1%","38.5%","34.1%","89.2","4.6","4.3%","39.7%","114.0","17.2%","28.6%","160.1","13743"
"Miles Mikolas","STL","30","9","144","4.16","1.22","7.04","1.57","9.44","1.32",".302","73.8%","23.1%","47.4%","29.6%","6.0%","3.0%","25.0%","184.0","51.5%","93.6","23.6%","87.1","","","21.4%","78.4","1.3%","86.2","2.2%","88.8","","","0.2%","","35.4%","65.9%","48.9%","68.5%","88.3%","80.3%","44.2%","65.7%","9.6%","18.8%","4.2%","37.0%","37.3%","25.7%","16.1%","42.7%","41.1%","26.6%","88.5","10.3","5.6%","35.4%","112.9","17.1%","26.8%","184.0","9803"
"Griffin Canning","LAA","23","5","94","4.18","1.18","9.58","2.95","7.64","1.32",".272","75.7%","18.6%","36.7%","44.7%","5.7%","2.3%","25.0%","88.1","42.2%","93.9","29.2%","88.9","","","15.8%","81.9","12.8%","89.1","","","","","","","31.9%","66.4%","45.1%","50.2%","83.9%","69.2%","38.3%","58.1%","13.9%","25.3%","7.8%","31.1%","41.5%","27.4%","16.6%","42.7%","40.7%","36.6%","87.8","17.5","5.8%","32.4%","110.6","16.7%","30.6%","88.1","19867"
"Joey Lucchesi","SDP","26","10","158","4.18","1.22","8.69","3.08","7.92","1.26",".271","73.0%","17.0%","47.0%","36.1%","8.4%","7.9%","30.0%","163.2","51.0%","90.2","0.1%","83.0","13.8%","90.5","0.4%","75.3","34.7%","79.0","","","","","","","29.4%","68.6%","44.8%","60.4%","87.9%","76.9%","39.2%","62.5%","10.3%","23.0%","8.2%","33.4%","40.0%","26.6%","17.4%","45.5%","37.0%","34.5%","88.3","11.4","6.8%","36.4%","113.0","17.6%","27.9%","163.2","19320"
"Chase Anderson","MIL","31","7","111","4.19","1.26","7.74","3.21","8.09","1.40",".264","76.1%","20.4%","35.3%","44.3%","12.6%","5.3%","14.3%","129.0","51.0%","93.4","","","14.0%","90.7","9.9%","78.0","25.1%","82.7","","","","","0.1%","","32.6%","73.0%","49.8%","68.9%","84.2%","78.4%","42.4%","62.7%","10.7%","20.2%","8.4%","36.2%","35.2%","28.6%","18.5%","44.0%","37.5%","32.2%","87.4","19.5","5.5%","31.5%","114.3","14.7%","25.4%","129.0","6895"
"Brad Keller","KCR","23","7","122","4.19","1.35","6.64","3.81","8.38","0.82",".282","72.2%","20.9%","50.0%","29.1%","7.5%","7.1%","100.0%","165.1","66.8%","93.4","31.4%","85.0","","","","","0.4%","88.8","1.4%","88.4","","","0.1%","","30.9%","66.9%","45.6%","69.0%","90.4%","81.8%","40.8%","57.3%","8.3%","17.2%","9.9%","41.1%","32.7%","26.2%","15.2%","48.2%","36.6%","29.2%","89.1","9.1","5.1%","38.6%","112.5","16.0%","24.3%","165.1","15734"
"Adam Wainwright","STL","37","14","153","4.19","1.43","8.02","3.36","9.49","1.15",".319","76.5%","22.5%","48.8%","28.7%","6.1%","4.0%","0.0%","171.2","38.5%","89.9","","","22.7%","84.9","36.8%","74.9","1.3%","83.3","0.7%","85.4","","","0.8%","","26.2%","62.2%","41.8%","67.7%","89.9%","82.0%","43.4%","58.7%","7.5%","20.5%","8.6%","44.8%","33.5%","21.7%","14.4%","43.5%","42.1%","32.1%","88.9","10.2","5.8%","37.9%","113.6","20.1%","27.6%","171.2","2233"
"Zach Eflin","PHI","25","10","122","4.22","1.36","6.96","2.57","9.65","1.54",".294","73.0%","21.2%","44.2%","34.5%","8.8%","8.7%","26.7%","157.2","55.9%","93.5","27.0%","86.7","3.5%","89.9","5.5%","78.0","8.1%","86.7","","","","","0.7%","","32.1%","67.6%","47.8%","71.5%","86.8%","81.0%","44.1%","68.1%","9.1%","17.9%","6.6%","41.4%","33.9%","24.7%","16.5%","45.9%","37.6%","28.4%","88.1","12.1","6.3%","32.4%","112.1","17.6%","26.7%","157.2","13774"
"Daniel Mengden","OAK","26","5","35","4.22","1.33","6.43","3.86","8.08","0.92",".264","72.4%","22.4%","34.2%","43.4%","10.6%","0.0%","0.0%","49.0","52.0%","91.0","12.2%","83.0","15.1%","85.9","9.4%","72.6","11.3%","82.9","","","","","","","27.3%","66.8%","44.1%","75.8%","92.5%","86.5%","42.5%","60.8%","5.9%","16.7%","10.0%","42.5%","34.0%","23.5%","14.4%","41.8%","43.8%","29.2%","88.9","20.4","5.2%","34.6%","112.6","17.7%","23.6%","49.0","16980"
"Jose Urquidy","HOU","24","2","36","4.24","1.12","9.53","1.59","8.47","1.32",".293","71.0%","19.4%","44.1%","36.6%","8.8%","2.4%","50.0%","34.0","47.2%","93.3","17.4%","82.9","","","10.8%","79.1","24.6%","84.4","","","","","","","31.2%","63.8%","46.0%","61.2%","80.7%","73.5%","45.3%","63.3%","12.2%","25.9%","4.3%","46.4%","37.1%","16.5%","17.5%","45.4%","37.1%","33.8%","87.1","12.6","9.3%","29.9%","109.3","18.5%","30.7%","34.0","18413"
"Steven Matz","NYM","28","11","153","4.24","1.33","8.64","2.94","9.04","1.53",".298","75.1%","19.7%","46.9%","33.5%","6.5%","6.0%","20.0%","159.1","50.7%","93.4","14.5%","89.5","","","14.9%","78.6","20.0%","84.3","","","","","0.8%","","28.0%","68.0%","46.0%","67.8%","84.7%","79.0%","45.0%","56.2%","9.6%","22.3%","7.6%","37.4%","35.3%","27.3%","17.3%","46.3%","36.4%","33.9%","89.0","10.4","8.5%","38.9%","113.6","17.8%","27.5%","159.1","13361"
"Brad Peacock","HOU","31","5","82","4.24","1.18","9.15","2.57","8.03","1.45",".278","75.8%","18.8%","38.6%","42.6%","6.3%","3.5%","100.0%","80.2","58.6%","92.2","28.6%","81.4","","","7.7%","78.7","5.2%","83.1","","","","","","","27.3%","66.4%","43.8%","64.4%","89.2%","80.3%","42.2%","61.8%","8.6%","24.5%","6.9%","50.4%","29.9%","19.6%","12.5%","47.8%","39.7%","35.2%","90.5","14.4","7.6%","42.2%","115.5","19.7%","28.3%","80.2","5401"
"David Price","BOS","33","7","128","4.28","1.31","10.73","2.68","9.14","1.26",".336","70.7%","23.5%","41.0%","35.5%","11.5%","5.8%","100.0%","107.1","52.2%","92.0","","","19.2%","88.7","2.5%","80.5","26.0%","84.1","","","","","","","30.0%","71.6%","47.5%","66.4%","82.2%","76.4%","42.1%","67.9%","11.2%","27.9%","7.0%","42.4%","32.9%","24.7%","19.7%","43.4%","36.9%","38.2%","88.4","12.6","7.5%","38.3%","113.2","17.5%","28.7%","107.1","3184"
"Domingo German","NYY","26","16","142","4.28","1.18","9.49","2.47","8.15","2.00",".264","77.7%","21.5%","38.3%","40.2%","10.6%","6.3%","0.0%","134.2","44.9%","93.6","","","","","36.4%","81.7","18.7%","87.0","","","","","","","35.0%","68.9%","49.3%","59.8%","83.5%","73.8%","42.2%","61.6%","12.9%","25.3%","6.6%","48.1%","31.0%","20.9%","17.7%","40.5%","41.8%","37.2%","89.3","15.0","8.7%","39.6%","118.3","16.4%","29.3%","134.2","17149"
"Noah Syndergaard","NYM","26","10","202","4.28","1.23","9.20","2.28","8.83","1.09",".313","68.9%","19.8%","48.0%","32.1%","11.7%","6.7%","28.6%","197.2","59.2%","97.7","15.2%","89.1","","","9.5%","80.4","16.1%","91.1","","","","","0.4%","","33.5%","71.9%","50.4%","63.6%","82.0%","75.1%","43.9%","65.8%","12.5%","24.5%","6.1%","40.6%","34.0%","25.4%","21.5%","49.6%","28.9%","33.5%","86.8","9.8","4.6%","31.2%","111.0","16.8%","29.3%","197.2","11762"
"Blake Snell","TBR","26","6","147","4.29","1.27","12.36","3.36","8.07","1.18",".343","71.6%","24.7%","39.0%","36.3%","14.3%","9.2%","50.0%","107.0","48.4%","95.6","6.7%","87.3","","","24.5%","81.0","20.4%","86.3","","","","","0.2%","","36.9%","66.7%","48.9%","44.4%","79.8%","63.7%","40.0%","67.8%","17.7%","33.3%","9.1%","43.1%","27.7%","29.2%","18.6%","46.6%","34.8%","45.6%","88.3","15.0","5.1%","32.0%","111.5","15.2%","32.9%","107.0","13543"
"Tyler Skaggs","LAA","27","7","78","4.29","1.27","8.81","3.16","8.25","1.02",".294","68.6%","27.7%","37.1%","35.3%","13.9%","3.6%","33.3%","79.2","50.5%","91.4","","","","","33.8%","75.1","15.7%","83.9","","","","","","","29.2%","67.5%","46.2%","68.4%","86.3%","80.0%","44.4%","61.2%","9.2%","23.3%","8.4%","41.4%","35.2%","23.3%","18.5%","39.2%","42.3%","34.3%","88.6","15.6","6.2%","33.9%","113.6","17.1%","26.3%","79.2","10190"
"Mike Leake","- - -","31","12","127","4.29","1.29","5.80","1.23","10.37","1.87",".295","72.6%","19.4%","46.8%","33.8%","8.4%","4.8%","20.0%","197.0","34.3%","88.4","11.2%","80.9","25.1%","86.6","9.5%","78.9","19.9%","84.1","","","","","0.3%","","34.0%","69.3%","50.2%","71.8%","90.9%","83.8%","45.7%","63.5%","8.1%","15.2%","3.2%","42.5%","36.1%","21.5%","14.3%","44.6%","41.1%","23.4%","90.7","11.6","8.3%","42.8%","114.4","17.7%","25.8%","197.0","10130"
"Jason Vargas","- - -","36","7","123","4.30","1.35","7.45","3.81","8.29","1.21",".272","70.8%","19.4%","38.6%","42.0%","15.8%","10.1%","8.3%","148.2","49.5%","84.3","","","","","15.2%","70.6","35.3%","78.8","","","","","0.3%","","30.8%","64.5%","43.0%","69.7%","83.7%","77.3%","36.1%","57.9%","9.8%","19.2%","9.8%","47.3%","32.9%","19.8%","18.4%","42.0%","39.6%","32.1%","87.6","16.7","7.3%","33.8%","111.3","17.3%","27.0%","148.2","8044"
"Ryan Yarbrough","TBR","27","3","71","4.31","0.98","7.46","1.16","7.67","0.95",".266","61.7%","19.2%","44.5%","36.3%","12.4%","3.7%","75.0%","85.2","21.6%","88.0","14.7%","72.4","37.6%","83.9","","","26.1%","79.2","","","","","0.1%","","36.1%","67.9%","49.8%","65.7%","85.0%","77.1%","43.0%","65.3%","11.4%","20.9%","3.2%","41.8%","31.3%","26.9%","18.9%","48.6%","32.5%","26.8%","85.6","14.5","6.4%","28.0%","110.7","17.2%","28.6%","85.2","16502"
"Robbie Ray","ARI","27","12","235","4.34","1.34","12.13","4.34","7.74","1.55",".305","75.1%","25.9%","37.0%","37.0%","10.0%","6.0%","23.5%","174.1","52.6%","92.4","31.7%","84.2","","","15.7%","81.7","","","","","","","0.6%","","31.5%","66.4%","44.9%","56.3%","79.8%","69.6%","38.4%","59.4%","13.6%","31.5%","11.2%","42.9%","34.1%","23.0%","16.4%","40.3%","43.4%","46.7%","88.9","14.8","9.7%","38.5%","114.3","17.3%","30.9%","174.1","11486"
"Danny Duffy","KCR","30","7","115","4.34","1.31","7.92","3.17","8.61","1.45",".285","73.5%","21.9%","36.0%","42.0%","8.7%","8.0%","0.0%","130.2","53.0%","92.4","26.4%","84.1","","","9.0%","76.1","11.6%","83.8","","","","","","","28.7%","70.0%","47.4%","62.5%","86.2%","78.3%","45.3%","59.8%","10.3%","20.7%","8.3%","40.2%","40.4%","19.4%","15.0%","45.9%","39.1%","32.8%","89.3","16.3","7.0%","37.8%","113.1","16.1%","26.4%","130.2","3542"
"Tanner Roark","- - -","32","10","158","4.35","1.40","8.60","2.78","9.80","1.52",".322","78.1%","27.1%","36.2%","36.6%","9.4%","6.7%","20.0%","165.1","55.2%","92.1","18.3%","86.0","4.2%","88.0","12.6%","75.8","9.7%","84.1","","","","","0.1%","","28.1%","70.8%","45.5%","70.4%","87.7%","81.3%","40.6%","57.2%","8.5%","21.9%","7.1%","39.3%","34.1%","26.7%","15.2%","47.9%","36.9%","32.8%","89.0","15.5","7.4%","35.8%","115.1","15.8%","24.3%","165.1","8753"
"Trevor Richards","- - -","26","4","115","4.38","1.37","8.39","3.72","8.61","1.31",".294","76.6%","21.3%","35.6%","43.1%","11.3%","5.6%","40.0%","123.1","43.2%","90.9","","","11.0%","85.4","7.6%","79.0","38.2%","83.4","","","","","0.8%","","33.1%","70.9%","48.8%","65.8%","82.8%","76.1%","41.4%","58.6%","11.7%","21.7%","9.6%","38.3%","34.1%","27.7%","15.6%","42.7%","41.6%","34.8%","88.5","17.8","6.1%","34.9%","112.2","15.0%","26.7%","123.1","19309"
"Chris Sale","BOS","30","6","218","4.40","1.09","13.32","2.26","7.51","1.47",".309","66.7%","21.1%","42.8%","36.1%","8.9%","11.0%","0.0%","147.1","46.4%","93.2","38.4%","79.0","","","","","15.2%","85.2","","","","","0.0%","","35.1%","62.1%","47.2%","56.5%","79.2%","69.8%","44.8%","66.0%","14.2%","35.6%","6.0%","41.9%","32.8%","25.3%","16.9%","47.1%","36.0%","45.6%","88.5","12.9","7.8%","36.3%","111.4","19.1%","33.4%","147.1","10603"
"Merrill Kelly","ARI","30","13","158","4.42","1.31","7.76","2.80","9.03","1.42",".292","73.1%","22.4%","42.0%","35.6%","6.6%","6.1%","37.5%","183.1","46.7%","91.9","","","18.5%","90.0","21.4%","80.6","13.4%","86.0","","","","","0.4%","","30.8%","69.5%","46.8%","67.9%","86.1%","79.1%","41.4%","58.3%","9.8%","20.3%","7.3%","45.7%","31.0%","23.3%","12.7%","44.6%","42.7%","31.4%","89.9","12.4","8.2%","39.8%","112.7","16.9%","26.7%","183.1","11156"
"Jon Lester","CHC","35","13","165","4.46","1.50","8.65","2.73","10.75","1.36",".347","71.4%","23.3%","43.3%","33.4%","9.0%","11.7%","44.4%","171.2","38.4%","90.3","","","34.5%","87.9","15.4%","74.6","11.7%","84.4","","","","","","","30.0%","70.3%","45.4%","70.4%","86.8%","80.1%","38.1%","58.9%","9.0%","21.6%","6.8%","41.9%","35.8%","22.3%","15.9%","45.6%","38.6%","31.8%","88.6","12.2","7.0%","34.7%","112.2","16.8%","25.9%","171.2","4930"
"Jordan Yamamoto","MIA","23","4","82","4.46","1.14","9.38","4.12","6.18","1.26",".225","66.6%","21.3%","35.6%","43.1%","6.9%","1.4%","0.0%","78.2","50.3%","91.5","15.2%","79.3","17.7%","86.0","13.7%","74.5","3.1%","82.6","","","","","0.3%","","29.6%","65.3%","44.7%","65.3%","88.4%","79.5%","42.1%","50.5%","9.2%","25.2%","11.1%","44.1%","32.2%","23.8%","18.3%","33.7%","48.0%","39.7%","90.0","16.9","5.4%","38.6%","112.3","17.4%","26.5%","78.2","17585"
"Masahiro Tanaka","NYY","30","11","147","4.47","1.23","7.39","1.96","9.10","1.41",".290","70.6%","19.7%","47.8%","32.4%","11.7%","8.7%","50.0%","179.0","30.4%","91.5","36.3%","83.3","1.6%","87.8","3.2%","76.1","1.5%","84.5","27.0%","87.1","","","","","37.0%","70.1%","50.4%","66.6%","88.0%","78.6%","40.3%","68.8%","10.8%","19.8%","5.2%","48.2%","30.0%","21.8%","16.0%","44.6%","39.4%","28.8%","89.1","10.8","5.9%","37.4%","113.0","16.8%","27.6%","179.0","15764"
"Erick Fedde","WSN","26","4","31","4.48","1.56","4.62","3.73","10.29","1.49",".301","80.5%","22.6%","50.3%","27.1%","7.4%","4.0%","0.0%","60.1","55.0%","92.1","18.1%","79.1","19.2%","87.0","","","7.7%","85.6","","","","","0.5%","","26.4%","67.8%","42.5%","69.8%","92.4%","83.8%","38.8%","59.5%","6.9%","11.7%","9.5%","41.3%","34.5%","24.3%","18.9%","43.7%","37.4%","25.0%","90.0","7.2","7.8%","41.3%","112.0","16.4%","23.3%","60.1","17425"
"Trevor Bauer","- - -","28","11","253","4.48","1.25","10.69","3.46","7.77","1.44",".287","70.3%","22.0%","37.6%","40.4%","12.2%","7.7%","28.6%","212.3","42.3%","94.6","13.9%","79.7","16.5%","84.7","19.8%","79.2","7.6%","86.1","","","","","","","31.3%","65.6%","45.1%","56.2%","84.9%","73.0%","40.2%","59.6%","12.2%","27.8%","9.0%","42.0%","34.6%","23.3%","17.2%","41.5%","41.3%","40.5%","88.7","16.4","7.9%","37.7%","111.9","17.6%","29.8%","213.0","12703"
"Eric Lauer","SDP","24","8","137","4.49","1.40","8.31","3.09","9.47","1.21",".314","70.7%","22.2%","39.3%","38.4%","11.7%","10.3%","37.5%","148.1","52.9%","91.9","6.3%","81.4","22.4%","88.0","14.6%","77.3","3.7%","86.1","","","","","0.4%","","28.4%","69.0%","47.2%","66.3%","90.0%","82.3%","46.4%","63.8%","8.3%","21.2%","7.9%","38.0%","37.3%","24.7%","17.7%","40.8%","41.5%","32.2%","89.8","14.3","5.5%","39.7%","112.6","17.3%","25.6%","148.1","19316"
"Joe Musgrove","PIT","26","11","156","4.49","1.23","8.34","2.09","8.98","1.12",".302","63.2%","20.2%","44.1%","35.7%","7.8%","5.9%","66.7%","168.1","49.4%","92.5","22.7%","83.3","8.4%","88.8","9.0%","82.0","10.5%","85.4","","","","","0.2%","","35.7%","70.6%","51.5%","59.6%","86.9%","76.6%","45.4%","65.6%","12.1%","21.9%","5.5%","43.4%","34.3%","22.3%","19.1%","43.8%","37.1%","30.3%","88.9","11.9","6.3%","38.6%","112.0","16.0%","28.1%","168.1","12970"
"Danny Salazar","CLE","29","0","2","4.50","1.75","4.50","6.75","9.00","4.50",".200","100.0%","8.3%","41.7%","50.0%","0.0%","0.0%","0.0%","4.0","31.8%","86.3","12.1%","78.8","","","3.0%","73.5","53.0%","79.3","","","","","","","20.9%","60.9%","34.8%","77.8%","92.9%","87.0%","34.8%","23.5%","4.5%","11.8%","17.6%","33.3%","50.0%","16.7%","8.3%","50.0%","41.7%","41.2%","87.5","13.1","16.7%","41.7%","109.4","18.2%","22.7%","4.0","5867"
"Luis Garcia","LAA","32","0","1","4.50","1.00","4.50","0.00","9.00","4.50",".200","100.0%","16.7%","66.7%","16.7%","0.0%","0.0%","0.0%","2.0","54.2%","96.7","12.5%","85.3","","","","","","","33.3%","86.6","","","","","25.0%","58.3%","41.7%","33.3%","85.7%","70.0%","50.0%","85.7%","12.5%","14.3%","0.0%","66.7%","33.3%","0.0%","0.0%","16.7%","83.3%","28.6%","99.8","4.0","16.7%","83.3%","104.5","20.8%","33.3%","2.0","6984"
"Robbie Erlin","SDP","28","0","2","4.50","2.00","9.00","4.50","13.50","0.00",".429","75.0%","14.3%","42.9%","42.9%","33.3%","0.0%","0.0%","2.0","65.9%","90.7","2.4%","84.0","4.9%","89.5","9.8%","77.8","17.1%","83.3","","","","","","","14.8%","71.4%","34.1%","50.0%","80.0%","71.4%","34.1%","30.0%","9.8%","20.0%","10.0%","85.7%","14.3%","0.0%","14.3%","42.9%","42.9%","30.0%","90.1","25.4","0.0%","28.6%","108.8","17.1%","26.8%","2.0","10354"
"Chris Devenski","HOU","28","0","0","4.50","2.50","0.00","0.00","22.50","0.00",".455","40.0%","27.3%","45.5%","27.3%","100.0%","40.0%","0.0%","2.0","35.9%","94.6","28.2%","82.9","","","","","35.9%","84.6","","","","","","","38.9%","76.2%","59.0%","71.4%","87.5%","82.6%","53.8%","81.8%","10.3%","0.0%","0.0%","18.2%","36.4%","45.5%","45.5%","36.4%","18.2%","0.0%","88.5","19.9","0.0%","27.3%","105.3","12.8%","23.1%","2.0","12763"
"Daniel Norris","DET","26","3","121","4.50","1.31","8.01","2.32","9.46","1.46",".310","73.4%","21.6%","42.5%","35.9%","7.5%","5.8%","40.0%","136.0","50.7%","90.8","22.5%","84.5","","","6.7%","75.8","20.0%","85.8","","","","","","","31.9%","66.3%","47.4%","58.2%","89.1%","77.7%","45.1%","65.0%","10.6%","21.2%","6.1%","38.6%","35.7%","25.7%","13.3%","49.0%","37.6%","31.1%","90.7","11.4","7.5%","43.0%","112.6","17.5%","28.0%","136.0","13475"
"Buck Farmer","DET","28","0","4","4.50","1.50","18.00","4.50","9.00","0.00",".500","66.7%","50.0%","25.0%","25.0%","100.0%","0.0%","0.0%","2.0","55.6%","94.5","","","","","36.1%","81.9","8.3%","87.3","","","","","","","20.8%","75.0%","38.9%","20.0%","77.8%","57.1%","33.3%","66.7%","16.7%","44.4%","11.1%","50.0%","0.0%","50.0%","50.0%","25.0%","25.0%","55.6%","80.3","13.3","0.0%","25.0%","99.8","19.4%","36.1%","2.0","14814"
"Luke Farrell","TEX","28","0","0","4.50","0.50","0.00","0.00","4.50","0.00",".143","0.0%","0.0%","28.6%","71.4%","0.0%","0.0%","0.0%","2.0","45.8%","91.7","37.5%","81.9","","","16.7%","78.8","","","","","","","","","30.8%","63.6%","45.8%","75.0%","100.0%","90.9%","45.8%","28.6%","4.2%","0.0%","0.0%","42.9%","28.6%","28.6%","28.6%","57.1%","14.3%","0.0%","90.7","21.7","14.3%","28.6%","111.3","12.5%","16.7%","2.0","15101"
"Cody Stashak","MIN","25","0","2","4.50","1.00","9.00","0.00","9.00","4.50",".200","100.0%","0.0%","16.7%","83.3%","0.0%","0.0%","0.0%","2.0","62.5%","92.2","29.2%","81.9","","","","","8.3%","86.5","","","","","","","33.3%","60.0%","50.0%","66.7%","77.8%","75.0%","62.5%","87.5%","12.5%","25.0%","0.0%","16.7%","50.0%","33.3%","0.0%","66.7%","33.3%","37.5%","99.5","29.8","16.7%","66.7%","111.6","29.2%","41.7%","2.0","18088"
"Caleb Smith","MIA","27","10","168","4.52","1.23","9.86","3.52","7.51","1.94",".251","75.8%","21.4%","26.1%","52.5%","13.3%","7.6%","20.0%","153.1","53.7%","91.6","31.6%","83.6","","","","","14.7%","82.6","","","","","0.2%","","32.9%","73.2%","49.3%","65.6%","80.0%","74.3%","40.5%","59.8%","12.7%","26.0%","9.3%","40.0%","31.8%","28.2%","16.7%","45.9%","37.4%","40.4%","88.6","23.3","10.2%","35.9%","113.1","14.9%","27.6%","153.1","14875"
"Tyler Alexander","DET","24","1","35","4.54","1.46","7.56","1.08","12.10","1.30",".365","75.1%","24.6%","40.8%","34.5%","14.3%","1.7%","100.0%","41.2","54.7%","90.7","17.8%","80.9","15.7%","85.1","","","11.8%","84.2","","","","","","","36.6%","76.8%","54.1%","77.6%","87.9%","83.9%","43.6%","68.1%","8.7%","18.9%","2.7%","38.5%","35.7%","25.9%","9.1%","48.3%","42.7%","24.9%","91.3","15.7","7.7%","44.8%","116.8","14.0%","22.7%","41.2","17735"
